id_demonio,nombre_demonio,rango,especialidad,nivel_ira,siglo_servicio,activo
451,Keith Eterno,Analista Infernal,,20,20,S
452,Robert Incontable,Súcubo,Fuego,52,18,N
453,Jeremy Eterno,Íncubo,Recaudación,92,19,S
454,Anne el Cruel,Íncubo,Recaudación,29,13,S
455,Kristen el Cruel,Súcubo,Castigos psicológicos,82,13,N
456,Janet Eterno,Súcubo,Contratos,47,21,N
457,Tina la Sombra,Archidemonio,Castigos psicológicos,42,14,S
458,Austin la Sombra,Archidemonio,Contratos,66,13,N
459,James Eterno,Analista Infernal,Fuego,17,20,N
460,Jennifer Devoraalmas,Archidemonio,Recaudación,41,16,S
461,David el Cruel,Íncubo,Fuego,8,20,N
462,Ralph la Sombra,Archidemonio,Fuego,12,21,N
463,Trevor el Cruel,Verdugo,Castigos psicológicos,91,21,S
464,Shaun la Sombra,Analista Infernal,Recaudación,34,16,S
465,Christian Incontable,Archidemonio,Contratos,66,17,N
466,Misty Devoraalmas,Súcubo,Almas corruptas,50,19,N
467,Sharon el Cruel,Analista Infernal,Contratos,25,13,S
468,Michele la Sombra,Íncubo,Castigos psicológicos,98,21,S
469,Patricia el Cruel,Archidemonio,Almas corruptas,76,14,N
470,Jennifer el Cruel,Íncubo,Recaudación,97,15,S
471,Christine Eterno,Analista Infernal,Recaudación,62,16,S
472,Haley Eterno,Analista Infernal,Recaudación,88,18,N
473,Brandon Incontable,Archidemonio,Fuego,6,17,N
474,John Devoraalmas,Analista Infernal,Contratos,91,18,S
475,Stacie el Cruel,Analista Infernal,Recaudación,95,18,S
476,Rodney Devoraalmas,Analista Infernal,Almas corruptas,38,13,N
477,Kimberly Eterno,Íncubo,Recaudación,42,21,N
478,Summer Devoraalmas,Analista Infernal,Almas corruptas,29,19,S
479,Anthony la Sombra,Súcubo,Fuego,88,18,S
480,Bryan Devoraalmas,Súcubo,Recaudación,1,21,S
481,Calvin Incontable,Íncubo,Castigos psicológicos,25,17,S
482,Katherine Incontable,Súcubo,Fuego,42,16,N
483,Roy la Sombra,Íncubo,Recaudación,30,19,S
484,Eric Incontable,Íncubo,Fuego,98,14,N
485,Richard Devoraalmas,Archidemonio,Fuego,66,21,S
486,Mary Incontable,Archidemonio,Recaudación,61,20,N
487,Cheryl Eterno,Archidemonio,Castigos psicológicos,29,12,N
488,Thomas Devoraalmas,Súcubo,Almas corruptas,16,16,S
489,Katherine la Sombra,Súcubo,Almas corruptas,89,18,N
490,Jacqueline la Sombra,Analista Infernal,Fuego,83,13,N
491,Jacob el Cruel,Verdugo,Fuego,5,19,S
492,Harold Devoraalmas,Súcubo,Fuego,60,14,N
493,Thomas Eterno,Analista Infernal,Recaudación,31,17,N
494,Joseph Eterno,Súcubo,Recaudación,64,19,S
495,Anthony Devoraalmas,Verdugo,Fuego,40,21,S
496,Cathy Incontable,Analista Infernal,Castigos psicológicos,43,17,S
497,Tammy la Sombra,Analista Infernal,Almas corruptas,28,13,N
498,Jeanne la Sombra,Súcubo,Almas corruptas,32,17,N
499,Thomas Devoraalmas,Analista Infernal,Contratos,42,15,N
500,Lauren la Sombra,Súcubo,Fuego,62,18,N
253,Karen Eterno,Súcubo,Contratos,20,18,N
196,Natalie Eterno,Verdugo,Fuego,furioso,15,N
225,Joseph Devoraalmas,Analista Infernal,Castigos psicológicos,58,14,N
500,Lauren la Sombra,Súcubo,Fuego,62,18,N
14,Derrick Devoraalmas,Verdugo,Contratos,42,13,N
432,Catherine la Sombra,Súcubo,Castigos psicológicos,95,18,S
403,Nicholas Incontable,Íncubo,Recaudación,7,12,N
260,Crystal Eterno,Súcubo,Recaudación,furioso,15,N
201,Tiffany Incontable,Íncubo,Castigos psicológicos,54,12,N
433,Corey Eterno,Verdugo,Contratos,3,19,N
