id_contrato,id_alma,fecha_firma,valor_en_almas,clausulas,cumplido,demonio_firmante
1374,1082,3000-13-40,158.0,Renovación automática,S,377
1375,9345,1987-04-05,667.0,Contrato eterno,S,82
1376,2604,1999-10-21,693.0,Cláusula 66A,N,49
1377,7483,1949-09-23,372.0,Cesión de alma secundaria,S,163
1378,7750,2007-10-12,107.0,Contrato eterno,N,479
1379,3605,2007-09-09,587.0,Contrato eterno,N,331
1380,3967,2009-08-23,255.0,Anexo 13,S,349
1381,3122,1945-03-19,181.0,Cláusula 66A,N,234
1382,2610,2017-10-03,192.0,Renovación automática,S,394
1383,8671,1973-05-29,702.0,Cesión de alma secundaria,S,360
1384,5363,1933-01-30,180.0,Renovación automática,N,242
1385,801,1929-11-05,263.0,Renovación automática,N,221
1386,4652,2022-11-25,999.0,Renovación automática,N,181
1387,8479,1951-05-19,975.0,Contrato eterno,S,171
1388,4400,1955-02-16,772.0,Cláusula 66A,N,475
1389,2954,1958-08-18,819.0,Anexo 13,S,39
1390,1755,2022-08-13,692.0,Contrato eterno,N,380
1391,6239,2006-05-09,842.0,Renovación automática,S,361
1392,7567,1941-02-28,323.0,Contrato eterno,N,226
1393,965,1926-03-04,15.0,Contrato eterno,S,158
1394,9463,1978-12-04,721.0,Anexo 13,N,124
1395,4231,1995-06-15,232.0,Contrato eterno,S,275
1396,4150,1992-11-02,671.0,Cesión de alma secundaria,S,157
1397,3665,1933-12-06,617.0,Contrato eterno,S,400
1398,7464,1926-01-12,445.0,Cesión de alma secundaria,N,215
1399,8187,2013-05-16,495.0,Cesión de alma secundaria,S,109
1400,590,1935-11-18,350.0,Contrato eterno,N,208
1401,287,1979-07-01,650.0,Renovación automática,S,307
1402,2508,2006-12-24,22.0,Contrato eterno,S,296
1403,1644,1970-09-28,112.0,Cesión de alma secundaria,N,128
1404,4277,2005-05-09,820.0,Cesión de alma secundaria,S,112
1405,8770,1946-09-23,411.0,Anexo 13,N,108
1406,8592,1985-05-11,475.0,Anexo 13,S,182
1407,4994,1971-09-28,938.0,Cesión de alma secundaria,N,119
1408,6858,2005-12-01,158.0,Renovación automática,N,367
1409,2256,1989-11-05,736.0,Cláusula 66A,S,435
1410,3733,1974-04-10,878.0,Renovación automática,N,22
1411,9768,1928-01-14,537.0,Cláusula 66A,N,407
1412,5762,3000-13-40,932.0,Cláusula 66A,N,116
1413,3056,1969-04-14,174.0,Anexo 13,N,214
1414,4104,2015-07-31,650.0,Renovación automática,N,143
1415,7384,1931-04-13,764.0,Cesión de alma secundaria,S,271
1416,6611,1943-05-28,264.0,Contrato eterno,N,47
1417,9944,1990-02-12,176.0,Cesión de alma secundaria,N,291
1418,5738,1974-10-08,35.0,Contrato eterno,S,273
1419,2864,1936-10-29,483.0,Cláusula 66A,S,3
1420,188,1967-09-23,375.0,Cesión de alma secundaria,S,374
1421,8874,1966-09-16,739.0,Renovación automática,S,127
1422,4162,1976-08-20,78.0,Cesión de alma secundaria,N,250
1423,6627,1950-03-03,70.0,Cláusula 66A,S,465
1424,6332,2016-03-06,578.0,Renovación automática,N,267
1425,8906,2013-10-27,268.0,Contrato eterno,S,404
1426,6387,1941-03-11,142.0,Cesión de alma secundaria,N,129
1427,3959,1990-03-03,295.0,Renovación automática,N,225
1428,7709,2024-12-26,515.0,Contrato eterno,N,484
1429,1550,2009-07-02,838.0,Cesión de alma secundaria,N,216
1430,7891,1953-11-03,804.0,Cláusula 66A,S,368
1431,3514,1973-05-11,168.0,Cesión de alma secundaria,N,296
1432,3984,1962-12-05,551.0,Contrato eterno,N,238
1433,3186,1978-04-18,295.0,Contrato eterno,S,313
1434,7074,1926-08-31,20.0,Cláusula 66A,S,309
1435,2356,1940-02-23,810.0,Cláusula 66A,S,345
1436,3076,1939-05-26,42.0,Cláusula 66A,S,311
1437,9526,2022-11-17,703.0,Contrato eterno,N,352
1438,3489,3000-13-40,96.0,Anexo 13,N,159
1439,4305,1955-03-30,283.0,Anexo 13,N,231
1440,2469,2015-06-06,546.0,Anexo 13,N,426
1441,693,2017-06-16,812.0,Renovación automática,S,273
1442,631,1938-05-21,441.0,Cláusula 66A,N,292
1443,5143,1952-04-28,168.0,Cláusula 66A,S,97
1444,8737,1941-01-09,639.0,Cesión de alma secundaria,S,116
1445,2738,1991-10-16,494.0,Contrato eterno,S,347
1446,1544,1955-11-26,26.0,Contrato eterno,S,441
1447,3160,1978-07-21,78.0,Renovación automática,S,120
1448,1221,1972-09-22,980.0,Contrato eterno,N,492
1449,4355,1928-08-10,133.0,Cláusula 66A,S,83
1450,4875,1985-06-04,325.0,Anexo 13,N,309
1451,469,2011-05-01,281.0,Cláusula 66A,N,422
1452,2288,1991-04-06,992.0,Renovación automática,S,482
1453,3055,2008-05-11,334.0,Contrato eterno,S,371
1454,3793,1977-08-15,469.0,Cláusula 66A,N,354
1455,4404,1937-12-19,755.0,Contrato eterno,N,271
1456,6445,1997-10-15,25.0,Cesión de alma secundaria,S,259
1457,112,2002-06-09,311.0,Contrato eterno,S,56
1458,5516,2014-03-15,208.0,Renovación automática,S,370
1459,9623,1955-04-20,368.0,Contrato eterno,N,131
1460,813,2019-09-02,298.0,Anexo 13,S,194
1461,4800,2009-09-12,11.0,Renovación automática,S,27
1462,1673,2009-04-12,872.0,Contrato eterno,N,418
1463,7962,1949-05-19,505.0,Cláusula 66A,S,320
1464,6050,1973-05-16,532.0,Renovación automática,N,243
1465,2926,1954-06-21,441.0,Contrato eterno,N,492
1466,406,1967-06-24,921.0,Renovación automática,S,465
1467,2462,1988-12-07,302.0,Renovación automática,N,214
1468,2208,1940-02-01,679.0,Renovación automática,S,234
1469,2604,2013-10-18,500.0,Cláusula 66A,N,248
1470,8548,1966-11-09,503.0,Contrato eterno,N,494
1471,7296,1979-11-23,901.0,Cesión de alma secundaria,N,48
1472,8596,1987-10-22,566.0,Cláusula 66A,N,432
1473,4356,1966-10-01,510.0,Cláusula 66A,S,101
1474,5399,1960-07-14,370.0,Cláusula 66A,N,191
1475,9032,1940-10-22,209.0,Cesión de alma secundaria,S,118
1476,2596,1958-12-02,651.0,Contrato eterno,N,218
1477,8043,1987-10-03,281.0,Cláusula 66A,N,331
1478,1952,2004-09-26,519.0,Cesión de alma secundaria,N,192
1479,6551,1949-12-13,67.0,Anexo 13,S,300
1480,9844,1984-10-13,503.0,Contrato eterno,S,129
1481,8244,1999-12-21,445.0,Cláusula 66A,S,119
1482,4189,1945-06-15,603.0,Renovación automática,N,98
1483,749,1953-07-10,115.0,Anexo 13,N,158
1484,2111,3000-13-40,47.0,Renovación automática,S,202
1485,9859,1990-02-08,724.0,Renovación automática,S,308
1486,9648,1943-05-26,35.0,Cláusula 66A,S,147
1487,5914,1935-09-02,878.0,Anexo 13,S,327
1488,1224,2016-11-21,616.0,Anexo 13,N,106
1489,1864,1949-09-04,339.0,Anexo 13,N,72
1490,6177,2007-09-19,286.0,Contrato eterno,S,146
1491,1426,1933-04-11,560.0,Cláusula 66A,N,354
1492,5613,2013-07-01,309.0,Anexo 13,S,287
1493,1564,1964-11-11,603.0,Anexo 13,S,253
1494,9660,1961-04-13,332.0,Cesión de alma secundaria,N,60
1495,424,2020-05-10,236.0,Cesión de alma secundaria,S,26
1496,6310,1959-10-29,502.0,Anexo 13,N,386
1497,6256,2022-07-24,958.0,Anexo 13,N,391
1498,2918,1970-07-26,199.0,Anexo 13,S,40
1499,7248,1990-07-19,912.0,Cesión de alma secundaria,S,71
1500,1146,1967-01-09,540.0,Cláusula 66A,S,352
1501,2778,1957-10-30,56.0,Anexo 13,S,479
1502,8457,2022-08-23,908.0,Contrato eterno,S,488
1503,4983,1968-10-20,295.0,Cesión de alma secundaria,N,498
1504,2178,1970-09-05,568.0,Cláusula 66A,N,324
1505,8883,1956-12-16,743.0,Cláusula 66A,S,369
1506,1490,1983-08-25,379.0,Anexo 13,N,168
1507,1910,1957-06-08,258.0,Contrato eterno,N,222
1508,2373,1949-10-05,358.0,Renovación automática,S,412
1509,1261,1938-10-22,705.0,Contrato eterno,N,69
1510,8808,1931-12-19,895.0,Contrato eterno,N,342
1511,6381,1932-12-07,376.0,Cláusula 66A,S,395
1512,1273,1964-11-02,226.0,Contrato eterno,S,322
1513,5708,1927-01-07,877.0,Cesión de alma secundaria,S,381
1514,1161,1984-08-24,866.0,Cláusula 66A,N,15
1515,4260,1951-08-10,499.0,Cesión de alma secundaria,N,428
1516,204,1956-09-07,547.0,Contrato eterno,N,429
1517,3358,2011-03-11,514.0,Cesión de alma secundaria,S,139
1518,3449,1937-07-20,642.0,Contrato eterno,N,257
1519,1373,1984-08-23,749.0,Cesión de alma secundaria,S,23
1520,6435,1988-08-29,227.0,Anexo 13,N,119
1521,5690,1993-05-26,751.0,Renovación automática,S,126
1522,3717,1971-11-19,739.0,Anexo 13,S,165
1523,7817,1964-10-11,623.0,Cláusula 66A,S,16
1524,7763,2022-08-12,986.0,Renovación automática,S,423
1525,4953,1933-09-22,760.0,Anexo 13,S,440
1526,1482,2023-01-08,710.0,Cláusula 66A,S,386
1527,6143,2008-09-19,542.0,Anexo 13,N,201
1528,7852,2017-12-12,592.0,Cláusula 66A,N,229
1529,5993,1931-04-19,987.0,Contrato eterno,N,389
1530,3237,1972-08-06,23.0,Cesión de alma secundaria,S,477
1531,7110,1943-12-15,555.0,Renovación automática,N,424
1532,9681,1965-10-31,758.0,Cláusula 66A,S,78
1533,7547,1971-04-28,780.0,Cláusula 66A,N,253
1534,56,1998-01-05,187.0,Cláusula 66A,N,275
1535,4101,1975-11-30,974.0,Contrato eterno,S,271
1536,1426,1928-11-30,146.0,Contrato eterno,N,101
1537,810,1950-08-30,250.0,Cesión de alma secundaria,S,309
1538,7774,2014-05-03,297.0,Anexo 13,N,452
1539,7240,1954-05-21,418.0,Contrato eterno,N,490
1540,8148,1989-11-20,773.0,Cláusula 66A,S,441
1541,6649,1938-11-13,76.0,Contrato eterno,S,487
1542,2068,1961-03-07,629.0,Cláusula 66A,S,493
1543,2445,2014-01-13,213.0,Renovación automática,N,88
1544,4331,1976-08-30,137.0,Contrato eterno,S,272
1545,6124,1927-11-18,185.0,Contrato eterno,N,92
1546,5740,1947-09-02,499.0,Cláusula 66A,N,55
1547,1510,1989-11-26,223.0,Anexo 13,N,60
1548,3182,1936-09-02,109.0,Renovación automática,S,380
1549,6881,1941-03-22,565.0,Contrato eterno,S,9999
1550,2030,1940-06-23,755.0,Cláusula 66A,S,133
1551,8023,1978-04-23,236.0,Cláusula 66A,S,155
1552,9865,1979-06-26,704.0,Cláusula 66A,N,8
1553,1658,1941-08-04,946.0,Cesión de alma secundaria,S,186
1554,8043,1982-05-06,564.0,Renovación automática,S,153
1555,3952,2012-08-23,457.0,Renovación automática,S,80
1556,1381,1950-11-07,274.0,Contrato eterno,S,350
1557,3990,2009-01-16,473.0,Contrato eterno,S,165
1558,5684,2001-06-12,981.0,Renovación automática,N,367
1559,9226,1982-03-27,74.0,Cláusula 66A,N,250
1560,7915,3000-13-40,98.0,Cesión de alma secundaria,N,386
1561,6384,1975-06-24,595.0,Anexo 13,S,214
1562,785,1930-03-16,236.0,Cesión de alma secundaria,S,297
1563,494,1951-01-26,842.0,Contrato eterno,S,467
1564,985,2022-03-15,531.0,Contrato eterno,S,37
1565,9386,1987-03-10,183.0,Contrato eterno,N,278
1566,3390,2005-02-19,839.0,Anexo 13,S,1
1567,8216,2010-04-09,828.0,Cláusula 66A,N,381
1568,8089,1990-03-03,510.0,Contrato eterno,S,445
1569,7413,1928-09-08,831.0,Cláusula 66A,S,276
1570,9645,1937-01-27,813.0,Cláusula 66A,N,129
1571,2012,1948-07-01,,Renovación automática,S,294
1572,5450,1999-03-15,619.0,Contrato eterno,S,497
1573,6276,1974-12-13,798.0,Renovación automática,N,167
1574,6331,1956-01-08,617.0,Cesión de alma secundaria,S,436
1575,7265,2005-04-02,53.0,Cesión de alma secundaria,S,355
1576,7311,1997-06-22,321.0,Renovación automática,N,424
1577,2583,2017-11-26,472.0,Cesión de alma secundaria,N,263
1578,5355,1957-01-12,817.0,Cláusula 66A,N,191
1579,8056,1993-03-12,737.0,Renovación automática,S,273
1580,532,1974-05-04,604.0,Cláusula 66A,N,304
1581,729,1988-03-15,143.0,Renovación automática,N,198
1582,4484,1969-05-09,420.0,Cesión de alma secundaria,S,167
1583,7219,1985-05-21,,Cláusula 66A,N,207
1584,8604,2024-03-31,864.0,Anexo 13,N,244
1585,2715,1999-11-28,113.0,Cesión de alma secundaria,S,293
1586,5000,1938-10-04,254.0,Contrato eterno,S,360
1587,8047,1987-08-30,869.0,Anexo 13,S,483
1588,1251,1931-01-03,804.0,Anexo 13,S,181
1589,6116,1945-04-09,562.0,Anexo 13,S,302
1590,2795,2002-07-09,418.0,Cláusula 66A,S,444
1591,1126,1972-09-12,845.0,Cesión de alma secundaria,S,339
1592,5010,1967-09-19,368.0,Contrato eterno,N,302
1593,1843,1997-06-19,636.0,Renovación automática,N,73
1594,6284,2023-04-07,690.0,Contrato eterno,N,272
1595,6797,1944-08-30,88.0,Anexo 13,S,363
1596,9195,2009-02-05,913.0,Cláusula 66A,S,464
1597,4672,1954-06-17,877.0,Cesión de alma secundaria,S,225
1598,2445,1990-02-14,479.0,Anexo 13,N,499
1599,5600,2004-02-15,526.0,Renovación automática,S,248
1600,5482,1950-09-27,461.0,Renovación automática,S,257
1601,7642,1999-08-23,768.0,Anexo 13,S,486
1602,2575,1969-12-21,992.0,Cesión de alma secundaria,N,351
1603,2866,1976-03-03,650.0,Contrato eterno,N,449
1604,5617,1944-01-04,694.0,Anexo 13,N,207
1605,8479,1985-01-02,634.0,Contrato eterno,S,318
1606,806,2015-11-27,453.0,Renovación automática,N,330
1607,8099,1999-10-16,656.0,Cláusula 66A,S,392
1608,9310,1991-01-23,586.0,Renovación automática,S,492
1609,8996,2007-04-08,991.0,Renovación automática,N,195
1610,2557,1932-08-28,723.0,Cláusula 66A,S,396
1611,1614,2017-07-21,967.0,Contrato eterno,S,459
1612,51,1965-04-09,664.0,Cláusula 66A,S,499
1613,4941,1998-03-15,36.0,Renovación automática,N,383
1614,7446,1926-06-07,736.0,Cesión de alma secundaria,N,181
1615,5595,2009-06-08,660.0,Cesión de alma secundaria,N,277
1616,1543,1980-11-01,312.0,Contrato eterno,N,475
1617,4075,1977-08-03,913.0,Anexo 13,N,463
1618,854,1935-04-04,566.0,Cesión de alma secundaria,S,250
1619,8002,1955-07-22,873.0,Cesión de alma secundaria,N,89
1620,9667,2006-12-10,260.0,Cláusula 66A,N,322
1621,1913,1975-09-04,441.0,Anexo 13,S,490
1622,7410,1989-06-02,520.0,Contrato eterno,S,176
1623,2973,2017-12-08,340.0,Anexo 13,N,107
1624,1222,2012-11-26,926.0,Renovación automática,N,385
1625,9434,2013-11-15,608.0,Cláusula 66A,S,251
1626,5789,2024-12-18,885.0,Cláusula 66A,S,148
1627,7194,1994-02-14,,Cláusula 66A,S,192
1628,6602,1926-06-08,32.0,Renovación automática,N,8
1629,754,1980-08-08,854.0,Cesión de alma secundaria,N,199
1630,9988,1926-01-22,195.0,Renovación automática,S,279
1631,7874,2025-05-17,356.0,Cesión de alma secundaria,S,362
1632,1417,2001-06-11,319.0,Contrato eterno,N,23
1633,2160,1932-03-29,208.0,Renovación automática,N,370
1634,3644,2020-02-25,467.0,Cesión de alma secundaria,N,414
1635,1851,2007-06-30,80.0,Contrato eterno,N,435
1636,9421,2002-03-17,917.0,Contrato eterno,S,449
1637,9053,1995-12-18,16.0,Cesión de alma secundaria,N,255
1638,618,1939-07-22,788.0,Cesión de alma secundaria,N,383
1639,9142,1953-06-26,657.0,Cesión de alma secundaria,S,126
1640,3194,1954-01-12,883.0,Cláusula 66A,N,198
1641,2310,1979-08-16,11.0,Cesión de alma secundaria,N,437
1642,7496,1929-10-31,798.0,Renovación automática,S,442
1643,2859,1981-01-23,95.0,Renovación automática,S,458
1644,6317,1931-12-01,610.0,Anexo 13,N,355
1645,7708,1955-01-02,66.0,Anexo 13,S,444
1646,9424,1985-05-10,311.0,Anexo 13,S,455
1647,5717,1933-02-13,868.0,Renovación automática,S,62
1648,3480,1958-07-04,761.0,Cesión de alma secundaria,S,53
1649,1513,1960-03-21,484.0,Cláusula 66A,S,139
1650,8442,1976-09-18,328.0,Cláusula 66A,N,489
1651,9532,1971-06-06,616.0,Cesión de alma secundaria,N,448
1652,1419,1981-03-04,614.0,Anexo 13,S,440
1653,6641,1981-02-24,250.0,Contrato eterno,S,485
1654,1988,1943-06-09,714.0,Cesión de alma secundaria,N,61
1655,8973,1955-09-28,130.0,Cláusula 66A,S,277
1656,9082,2005-03-06,271.0,Cláusula 66A,N,214
1657,4671,1938-02-20,613.0,Cesión de alma secundaria,N,289
1658,1835,1926-09-14,659.0,Cláusula 66A,S,176
1659,9690,1952-01-02,181.0,Cláusula 66A,S,135
1660,850,2022-02-10,494.0,Contrato eterno,N,158
1661,1148,1937-05-07,393.0,Cláusula 66A,N,211
1662,7911,2022-05-26,339.0,Anexo 13,S,184
1663,4303,1964-01-27,591.0,Renovación automática,S,209
1664,5560,2007-05-25,242.0,Renovación automática,S,17
1665,336,1996-03-27,331.0,Anexo 13,S,440
1666,4515,1939-07-22,305.0,Anexo 13,N,301
1667,3178,1994-10-30,325.0,Cesión de alma secundaria,S,467
1668,4315,2000-04-02,670.0,Cláusula 66A,S,34
1669,6799,1941-02-17,322.0,Anexo 13,S,316
1670,2564,2002-09-18,194.0,Anexo 13,S,181
1671,2884,2018-02-17,903.0,Cesión de alma secundaria,S,458
1672,8975,1943-02-07,891.0,Anexo 13,S,244
1673,5455,2024-10-29,40.0,Contrato eterno,S,397
1674,2242,1928-07-26,665.0,Anexo 13,N,124
1675,7192,1963-05-26,,Anexo 13,S,271
1676,7684,1944-08-26,840.0,Anexo 13,S,320
1677,8543,1998-03-07,460.0,Cláusula 66A,N,352
1678,2081,1950-05-21,772.0,Anexo 13,S,141
1679,217,1982-06-07,46.0,Cesión de alma secundaria,N,452
1680,4632,1960-09-15,646.0,Cesión de alma secundaria,N,215
1681,6143,1948-09-18,256.0,Cesión de alma secundaria,S,244
1682,24,1995-10-09,908.0,Renovación automática,S,309
1683,8471,1961-01-03,885.0,Renovación automática,N,231
1684,6951,2015-04-27,852.0,Cláusula 66A,N,92
1685,7146,2019-08-29,473.0,Contrato eterno,N,93
1686,1524,2013-01-16,671.0,Renovación automática,S,172
1687,9543,2004-02-08,442.0,Anexo 13,S,1
1688,7608,1993-06-20,205.0,Contrato eterno,S,32
1689,8497,2007-06-08,18.0,Anexo 13,S,229
1690,836,2024-03-14,764.0,Cesión de alma secundaria,N,204
1691,2526,1935-09-30,428.0,Contrato eterno,N,358
1692,4157,1963-12-30,57.0,Contrato eterno,N,432
1693,1384,1962-11-27,414.0,Cesión de alma secundaria,S,246
1694,427,1954-08-24,10.0,Renovación automática,S,363
1695,4732,1982-04-22,186.0,Cesión de alma secundaria,S,27
1696,6032,1966-05-27,902.0,Contrato eterno,S,369
1697,4375,1959-12-28,776.0,Cesión de alma secundaria,S,352
1698,8884,1941-04-28,382.0,Anexo 13,N,56
1699,8447,1938-01-22,630.0,Anexo 13,N,482
1700,4045,2009-08-05,732.0,Renovación automática,N,351
1701,7140,1928-10-05,779.0,Cesión de alma secundaria,N,161
1702,1793,1971-12-18,836.0,Cesión de alma secundaria,S,204
1703,7827,1980-07-19,367.0,Anexo 13,N,370
1704,9748,2022-06-12,888.0,Cláusula 66A,S,133
1705,7709,1981-02-09,191.0,Renovación automática,N,367
1706,2654,2006-12-16,888.0,Renovación automática,S,22
1707,998,1995-01-11,388.0,Cesión de alma secundaria,S,18
1708,9203,2011-12-31,831.0,Cesión de alma secundaria,N,201
1709,8757,1997-03-04,726.0,Anexo 13,S,185
1710,8922,1945-10-06,230.0,Cláusula 66A,S,436
1711,9454,1965-07-05,439.0,Cláusula 66A,N,35
1712,8825,1963-04-02,751.0,Contrato eterno,S,285
1713,9543,1990-01-27,735.0,Renovación automática,N,321
1714,9992,1949-01-29,523.0,Anexo 13,S,398
1715,2114,1935-02-12,549.0,Contrato eterno,S,9999
1716,6616,1939-05-22,793.0,Cláusula 66A,S,149
1717,3846,1974-10-12,292.0,Contrato eterno,S,182
1718,4952,1971-02-19,185.0,Cláusula 66A,S,9
1719,8820,1968-09-12,421.0,Renovación automática,N,422
1720,4897,1975-02-12,314.0,Renovación automática,S,21
1721,1146,2005-10-19,663.0,Cláusula 66A,S,426
1722,3300,1952-06-15,358.0,Anexo 13,S,329
1723,5592,1948-08-05,23.0,Anexo 13,S,152
1724,6661,1961-06-30,636.0,Contrato eterno,N,70
1725,2111,1943-06-11,189.0,Anexo 13,S,453
1726,4059,1963-07-28,393.0,Contrato eterno,S,483
1727,1233,1948-02-03,546.0,Cesión de alma secundaria,N,231
1728,6274,1961-12-17,363.0,Renovación automática,N,163
1729,8154,1979-03-01,13.0,Anexo 13,S,98
1730,3668,1936-07-27,517.0,Renovación automática,S,349
1731,6200,1983-09-05,545.0,Contrato eterno,S,479
1732,5822,1931-08-25,613.0,Renovación automática,S,76
1733,6443,2012-06-30,39.0,Cláusula 66A,N,126
1734,6697,1954-05-26,536.0,Cesión de alma secundaria,N,335
1735,5450,1967-12-18,242.0,Contrato eterno,S,138
1736,877,2011-08-03,860.0,Cesión de alma secundaria,N,295
1737,1899,1954-06-02,75.0,Cesión de alma secundaria,N,277
1738,1459,2007-11-24,735.0,Cesión de alma secundaria,N,492
1739,4211,1977-07-13,978.0,Cláusula 66A,N,115
1740,151,2017-05-31,22.0,Cesión de alma secundaria,N,420
1741,9078,1935-03-10,424.0,Renovación automática,N,317
1742,1915,1970-07-13,103.0,Cláusula 66A,S,69
1743,1358,2008-05-16,551.0,Contrato eterno,N,330
1744,1522,1953-07-01,969.0,Contrato eterno,S,72
1745,3413,1974-11-20,339.0,Anexo 13,S,445
1746,7211,1995-10-26,245.0,Cláusula 66A,N,471
1747,4373,1939-07-26,192.0,Contrato eterno,S,231
1748,4938,1983-07-28,474.0,Anexo 13,S,9999
1749,9722,1954-11-11,301.0,Anexo 13,N,90
1750,5162,1933-07-01,274.0,Renovación automática,S,455
1751,635,1970-12-26,848.0,Contrato eterno,N,10
1752,3772,1928-08-08,302.0,Anexo 13,N,390
1753,6034,1996-06-06,10.0,Renovación automática,N,1
1754,5924,1970-04-25,461.0,Contrato eterno,N,467
1755,1293,1991-10-17,35.0,Contrato eterno,S,432
1756,6323,2014-11-25,195.0,Cláusula 66A,S,104
1757,1081,1943-06-18,433.0,Anexo 13,S,330
1758,5092,1980-03-06,586.0,Cláusula 66A,N,370
1759,8880,1963-05-23,706.0,Anexo 13,N,15
1760,6831,1972-08-25,417.0,Cesión de alma secundaria,S,72
1761,570,1998-12-19,27.0,Contrato eterno,S,264
1762,4759,2017-01-25,483.0,Contrato eterno,S,9999
1763,1353,1938-09-18,981.0,Contrato eterno,S,321
1764,7918,1977-12-24,914.0,Contrato eterno,N,488
1765,5453,1983-04-14,362.0,Contrato eterno,S,443
1766,536,1933-10-18,165.0,Cláusula 66A,N,103
1767,2911,1945-11-28,692.0,Contrato eterno,N,425
1768,1266,1995-06-10,508.0,Anexo 13,S,139
1769,1009,3000-13-40,116.0,Anexo 13,N,384
1770,8187,1971-06-04,,Cláusula 66A,N,126
1771,1125,1929-04-24,207.0,Contrato eterno,N,243
1772,1860,1974-08-25,363.0,Anexo 13,S,446
1773,6491,1936-05-08,321.0,Contrato eterno,S,445
1774,7778,1994-06-24,353.0,Cláusula 66A,S,69
1775,8651,1990-02-10,572.0,Anexo 13,S,196
1776,1666,1983-10-08,69.0,Cláusula 66A,N,115
1777,5370,1935-11-27,744.0,Renovación automática,S,469
1778,4633,1996-11-03,424.0,Cláusula 66A,S,12
1779,4446,2007-04-02,918.0,Cesión de alma secundaria,S,131
1780,6881,1939-12-29,200.0,Contrato eterno,N,478
1781,4318,1949-12-26,,Renovación automática,N,86
1782,1386,1983-08-10,443.0,Renovación automática,S,68
1783,2249,1945-02-26,871.0,Anexo 13,N,351
1784,8319,2007-07-16,481.0,Cláusula 66A,S,73
1785,1714,2017-10-18,151.0,Cláusula 66A,S,13
1786,8752,1999-09-21,802.0,Anexo 13,S,355
1787,5381,1952-10-16,309.0,Cesión de alma secundaria,N,21
1788,165,1983-07-18,841.0,Anexo 13,N,341
1789,2502,1977-01-07,919.0,Anexo 13,N,199
1790,2386,2003-02-03,784.0,Cesión de alma secundaria,S,97
1791,6752,2000-05-30,881.0,Renovación automática,S,486
1792,5172,1961-11-26,360.0,Cláusula 66A,S,363
1793,956,1953-05-23,666.0,Cláusula 66A,S,9
1794,2867,2017-02-03,573.0,Contrato eterno,S,280
1795,7037,1943-11-06,949.0,Anexo 13,S,480
1796,7040,1956-10-05,192.0,Anexo 13,N,349
1797,4980,2003-02-17,59.0,Cláusula 66A,N,15
1798,8884,2008-06-15,46.0,Anexo 13,S,313
1799,2980,1954-07-31,742.0,Anexo 13,N,21
1800,3758,1948-07-08,295.0,Anexo 13,S,52
1801,7174,1975-02-24,772.0,Anexo 13,S,241
1802,628,2016-10-14,153.0,Contrato eterno,S,441
1803,4816,2018-12-28,51.0,Cláusula 66A,S,70
1804,4807,1966-07-12,281.0,Anexo 13,N,199
1805,6290,1949-07-29,661.0,Anexo 13,N,12
1806,657,2025-02-07,187.0,Cesión de alma secundaria,S,17
1807,7710,2019-04-19,724.0,Contrato eterno,N,111
1808,6840,1964-12-24,256.0,Renovación automática,N,60
1809,7485,2002-07-13,691.0,Contrato eterno,S,453
1810,9190,3000-13-40,23.0,Renovación automática,N,439
1811,4697,2023-11-09,265.0,Cesión de alma secundaria,S,151
1812,7998,3000-13-40,810.0,Renovación automática,S,186
1813,3784,1972-08-24,480.0,Renovación automática,N,254
1814,3150,1942-12-31,647.0,Renovación automática,S,30
1815,1303,1937-07-17,380.0,Cesión de alma secundaria,S,355
1816,7583,2022-12-16,118.0,Contrato eterno,S,28
1817,6943,1973-05-13,658.0,Cláusula 66A,S,124
1818,4967,1981-07-24,337.0,Anexo 13,N,222
1819,6589,1975-04-10,505.0,Cesión de alma secundaria,N,495
1820,4193,1979-01-25,873.0,Contrato eterno,N,46
1821,3664,1987-12-08,657.0,Cláusula 66A,N,150
1822,1640,1942-07-01,701.0,Cláusula 66A,S,140
1823,7179,1979-02-08,783.0,Cesión de alma secundaria,S,3
1824,3148,1946-11-01,303.0,Anexo 13,S,130
1825,914,2004-11-03,613.0,Contrato eterno,S,412
1826,4833,1925-12-26,478.0,Anexo 13,N,257
1827,462,1951-06-21,590.0,Anexo 13,N,81
1828,8817,1995-05-15,966.0,Anexo 13,S,96
1829,1548,1931-07-27,453.0,Renovación automática,S,389
1830,3928,1968-09-07,44.0,Renovación automática,S,305
1831,6535,1968-08-23,189.0,Renovación automática,S,170
1832,6752,1930-11-28,227.0,Contrato eterno,S,9
1833,4121,1938-04-16,743.0,Contrato eterno,S,349
1834,9743,1995-05-20,454.0,Contrato eterno,N,430
1835,5,1971-12-08,524.0,Renovación automática,S,164
1836,3532,1943-06-05,760.0,Contrato eterno,S,178
1837,68,2008-03-30,910.0,Contrato eterno,S,451
1838,5146,1966-09-07,267.0,Contrato eterno,N,155
1839,8736,1975-07-30,672.0,Contrato eterno,N,354
1840,2635,1981-12-02,131.0,Contrato eterno,S,398
1841,5020,1960-06-28,14.0,Contrato eterno,S,452
1842,9671,2021-02-14,843.0,Cláusula 66A,S,258
1843,7981,1977-10-28,367.0,Contrato eterno,S,425
1844,9262,2012-10-07,915.0,Cesión de alma secundaria,S,434
1845,5032,2023-11-29,401.0,Renovación automática,S,124
1846,3735,2004-04-06,49.0,Renovación automática,N,317
1847,60,1988-01-02,686.0,Cesión de alma secundaria,N,334
