id_tormento,id_alma,tipo_tormento,nivel_intensidad,duracion_horas,responsable_demonio,resultado_final
1522,4897,Laberinto sin salida,8.0,679,90,Desintegrada
1523,596,Grito eterno,3.0,900,33,Desintegrada
1524,1672,Loop de reuniones,3.0,785,220,Transferida
1525,6248,Baño de lava,6.0,953,400,Reincidente
1526,2879,Loop de reuniones,3.0,321,416,Reincidente
1527,5859,Baño de lava,3.0,679,42,Sobrevive
1528,9293,Cámara de hielo,,798,111,Sobrevive
1529,9858,Cámara de hielo,4.0,953,388,Transferida
1530,3203,Laberinto sin salida,6.0,959,136,Transferida
1531,4454,Cámara de hielo,2.0,212,133,Desintegrada
1532,8136,Cámara de hielo,4.0,408,68,Desintegrada
1533,1982,Laberinto sin salida,6.0,920,354,???
1534,3194,Grito eterno,9.0,311,439,???
1535,1691,Laberinto sin salida,4.0,181,272,Desintegrada
1536,594,Grito eterno,6.0,361,302,Sobrevive
1537,9163,Cámara de hielo,10.0,490,476,Transferida
1538,4407,Laberinto sin salida,10.0,435,90,Transferida
1539,8388,Baño de lava,1.0,133,157,Reincidente
1540,7629,Cámara de hielo,8.0,384,385,Transferida
1541,8727,Cámara de hielo,9.0,295,407,Reincidente
1542,7923,Laberinto sin salida,8.0,528,134,Transferida
1543,4943,Loop de reuniones,9.0,651,9999,Desintegrada
1544,9343,Laberinto sin salida,7.0,395,420,Reincidente
1545,1187,Cámara de hielo,5.0,140,48,Reincidente
1546,1339,Baño de lava,1.0,625,20,Transferida
1547,2605,Cámara de hielo,9.0,125,305,Sobrevive
1548,825,Baño de lava,1.0,974,411,Sobrevive
1549,5129,Cámara de hielo,3.0,379,477,Transferida
1550,2281,Grito eterno,8.0,636,262,Sobrevive
1551,1597,Grito eterno,2.0,832,178,Transferida
1552,8976,Cámara de hielo,3.0,42,215,Sobrevive
1553,7740,Cámara de hielo,9.0,718,317,Sobrevive
1554,493,Grito eterno,10.0,12,250,Transferida
1555,5462,Baño de lava,6.0,738,439,Transferida
1556,3142,Grito eterno,4.0,761,231,Reincidente
1557,2034,Baño de lava,3.0,232,417,Transferida
1558,7705,Cámara de hielo,8.0,42,397,Desintegrada
1559,1653,Loop de reuniones,8.0,786,480,Sobrevive
1560,5062,Cámara de hielo,9.0,157,148,Transferida
1561,164,Loop de reuniones,6.0,733,9999,Reincidente
1562,8699,Laberinto sin salida,8.0,29,250,Transferida
1563,1386,Loop de reuniones,7.0,603,25,Desintegrada
1564,2658,Baño de lava,3.0,288,83,Transferida
1565,5981,Laberinto sin salida,6.0,998,404,Desintegrada
1566,7807,Baño de lava,7.0,363,188,Reincidente
1567,1306,Cámara de hielo,8.0,331,243,Reincidente
1568,6988,Cámara de hielo,5.0,973,389,Desintegrada
1569,6816,Loop de reuniones,2.0,602,346,Sobrevive
1570,2790,Baño de lava,,396,241,Sobrevive
1571,1122,Grito eterno,3.0,366,435,Sobrevive
1572,4943,Grito eterno,6.0,813,372,Sobrevive
1573,2127,Laberinto sin salida,4.0,829,237,Desintegrada
1574,5781,Baño de lava,7.0,645,385,Desintegrada
1575,7890,Baño de lava,2.0,727,276,Desintegrada
1576,7761,Loop de reuniones,8.0,423,321,Reincidente
1577,6345,Grito eterno,2.0,177,187,Desintegrada
1578,7210,Cámara de hielo,9.0,218,340,Reincidente
1579,6501,Loop de reuniones,3.0,63,472,Transferida
1580,1646,Baño de lava,7.0,325,199,Reincidente
1581,9376,Grito eterno,5.0,927,318,Sobrevive
1582,5180,Loop de reuniones,4.0,924,313,Transferida
1583,3346,Laberinto sin salida,5.0,240,261,Sobrevive
1584,4808,Laberinto sin salida,4.0,649,81,Sobrevive
1585,7106,Laberinto sin salida,5.0,902,475,Transferida
1586,296,Grito eterno,5.0,162,163,Reincidente
1587,2877,Loop de reuniones,8.0,768,296,Desintegrada
1588,8971,Laberinto sin salida,8.0,4,20,Sobrevive
1589,8076,Grito eterno,10.0,195,417,Reincidente
1590,651,Cámara de hielo,7.0,938,320,Transferida
1591,4256,Grito eterno,9.0,495,284,Transferida
1592,965,Cámara de hielo,6.0,866,358,Reincidente
1593,3698,Baño de lava,9.0,845,492,Desintegrada
1594,2812,Grito eterno,2.0,512,437,Desintegrada
1595,1260,Grito eterno,5.0,49,93,Transferida
1596,4182,Laberinto sin salida,1.0,415,369,Transferida
1597,2339,Cámara de hielo,3.0,430,362,???
1598,1935,Cámara de hielo,3.0,782,396,Sobrevive
1599,3955,Laberinto sin salida,9.0,296,381,Desintegrada
1600,7976,Loop de reuniones,10.0,416,489,Desintegrada
1601,9719,Grito eterno,7.0,69,349,Reincidente
1602,5327,Laberinto sin salida,5.0,213,353,Transferida
1603,7607,Laberinto sin salida,9.0,528,476,Sobrevive
1604,8197,Laberinto sin salida,1.0,17,104,Transferida
1605,688,Grito eterno,2.0,262,235,Reincidente
1606,508,Cámara de hielo,1.0,593,324,Desintegrada
1607,5549,Laberinto sin salida,2.0,723,496,Sobrevive
1608,1434,Grito eterno,7.0,41,169,Desintegrada
1609,4431,Grito eterno,8.0,393,45,Transferida
1610,6320,Laberinto sin salida,2.0,587,333,Desintegrada
1611,5877,Baño de lava,6.0,96,34,Transferida
1612,7419,Baño de lava,6.0,258,123,Transferida
1613,2979,Laberinto sin salida,6.0,69,110,Transferida
1614,2008,Loop de reuniones,10.0,805,273,Desintegrada
1615,6758,Laberinto sin salida,3.0,966,268,Sobrevive
1616,4944,Laberinto sin salida,5.0,456,366,Sobrevive
1617,5561,Laberinto sin salida,4.0,58,280,Sobrevive
1618,2402,Cámara de hielo,,682,13,Desintegrada
1619,5414,Baño de lava,8.0,795,389,Transferida
1620,8901,Baño de lava,4.0,774,87,Transferida
1621,7959,Cámara de hielo,7.0,46,309,Desintegrada
1622,2931,Loop de reuniones,6.0,321,412,Reincidente
1623,3304,Baño de lava,6.0,72,496,Reincidente
1624,3731,Baño de lava,4.0,927,345,Sobrevive
1625,7245,Laberinto sin salida,9.0,338,337,Reincidente
1626,8870,Cámara de hielo,9.0,973,158,Desintegrada
1627,1777,Grito eterno,3.0,557,415,Desintegrada
1628,3947,Laberinto sin salida,4.0,604,215,Transferida
1629,3733,Cámara de hielo,8.0,433,272,Desintegrada
1630,8835,Loop de reuniones,8.0,402,395,Sobrevive
1631,116,Loop de reuniones,3.0,103,488,Transferida
1632,4956,Baño de lava,9.0,792,43,Reincidente
1633,4845,Cámara de hielo,4.0,613,40,Sobrevive
1634,709,Baño de lava,3.0,780,72,Sobrevive
1635,7421,Baño de lava,4.0,511,193,Desintegrada
1636,7139,Baño de lava,7.0,238,38,Sobrevive
1637,8177,Laberinto sin salida,10.0,469,45,Desintegrada
1638,1563,Grito eterno,10.0,251,380,Desintegrada
1639,7138,Grito eterno,6.0,301,143,Reincidente
1640,5903,Baño de lava,2.0,43,349,Sobrevive
1641,1608,Laberinto sin salida,5.0,422,245,Desintegrada
1642,3677,Baño de lava,10.0,907,182,Sobrevive
1643,7043,Grito eterno,,123,173,Reincidente
1644,1494,Loop de reuniones,6.0,181,185,Transferida
1645,2510,Loop de reuniones,2.0,123,429,Desintegrada
1646,3175,Grito eterno,6.0,418,414,Desintegrada
1647,3189,Loop de reuniones,7.0,891,16,Transferida
1648,2828,Loop de reuniones,7.0,813,200,Reincidente
1649,8013,Loop de reuniones,1.0,463,143,Desintegrada
1650,4029,Loop de reuniones,,396,139,Transferida
1651,8232,Baño de lava,6.0,197,21,Reincidente
1652,671,Baño de lava,3.0,254,386,???
1653,9900,Grito eterno,5.0,120,29,Reincidente
1654,9857,Grito eterno,9.0,558,260,Reincidente
1655,8108,Grito eterno,2.0,837,411,Transferida
1656,1612,Laberinto sin salida,7.0,515,385,Reincidente
1657,733,Loop de reuniones,7.0,511,285,Sobrevive
1658,7902,Cámara de hielo,10.0,317,344,Sobrevive
1659,5285,Laberinto sin salida,2.0,777,270,Desintegrada
1660,5109,Grito eterno,4.0,485,218,Desintegrada
1661,7833,Laberinto sin salida,1.0,906,253,Reincidente
1662,2462,Baño de lava,7.0,765,94,Transferida
1663,4042,Baño de lava,8.0,406,180,Sobrevive
1664,1208,Loop de reuniones,8.0,138,9999,Desintegrada
1665,7975,Loop de reuniones,3.0,577,211,Desintegrada
1666,5700,Laberinto sin salida,5.0,245,261,Reincidente
1667,1565,Cámara de hielo,6.0,456,398,???
1668,8755,Baño de lava,6.0,143,414,Reincidente
1669,8435,Cámara de hielo,9.0,2,313,Transferida
1670,8658,Baño de lava,7.0,719,158,Reincidente
1671,2741,Laberinto sin salida,2.0,156,162,Transferida
1672,5011,Laberinto sin salida,9.0,494,379,Sobrevive
1673,1299,Laberinto sin salida,3.0,884,432,Sobrevive
1674,9986,Cámara de hielo,10.0,51,149,Desintegrada
1675,7436,Baño de lava,7.0,236,96,Sobrevive
1676,2946,Cámara de hielo,2.0,528,79,Reincidente
1677,3356,Laberinto sin salida,9.0,401,221,Sobrevive
1678,7729,Laberinto sin salida,4.0,739,84,Transferida
1679,278,Grito eterno,4.0,528,60,Desintegrada
1680,2266,Baño de lava,6.0,46,358,Reincidente
1681,1513,Laberinto sin salida,8.0,325,349,Desintegrada
1682,6781,Grito eterno,5.0,478,98,Sobrevive
1683,7524,Cámara de hielo,4.0,413,34,Transferida
1684,1654,Grito eterno,3.0,451,385,Sobrevive
1685,9697,Loop de reuniones,4.0,583,233,Transferida
1686,5073,Loop de reuniones,6.0,487,458,Reincidente
1687,9608,Laberinto sin salida,6.0,18,325,Transferida
1688,9267,Baño de lava,7.0,578,250,Reincidente
1689,1291,Loop de reuniones,2.0,608,103,Transferida
1690,397,Grito eterno,5.0,117,266,Sobrevive
1691,8355,Cámara de hielo,4.0,174,390,Transferida
1692,9677,Loop de reuniones,9.0,83,316,Reincidente
1693,3558,Cámara de hielo,2.0,782,43,Sobrevive
1694,8945,Cámara de hielo,5.0,660,289,Reincidente
1695,3669,Laberinto sin salida,3.0,306,462,Transferida
1696,4226,Loop de reuniones,5.0,280,448,Transferida
1697,2885,Grito eterno,2.0,808,224,Reincidente
1698,7488,Baño de lava,5.0,14,202,Reincidente
1699,1162,Loop de reuniones,5.0,360,220,Sobrevive
1700,7551,Laberinto sin salida,,602,448,Transferida
1701,1708,Baño de lava,5.0,599,414,Reincidente
1702,9838,Grito eterno,10.0,651,103,Transferida
1703,7569,Baño de lava,1.0,403,151,Reincidente
1704,5707,Cámara de hielo,3.0,847,433,Desintegrada
1705,9115,Loop de reuniones,9.0,580,10,Reincidente
1706,9394,Baño de lava,1.0,540,333,Sobrevive
1707,9560,Grito eterno,8.0,367,454,Transferida
1708,525,Laberinto sin salida,7.0,672,79,Reincidente
1709,8010,Laberinto sin salida,1.0,362,216,Sobrevive
1710,3410,Cámara de hielo,3.0,287,13,Reincidente
1711,1105,Laberinto sin salida,10.0,703,404,Reincidente
1712,9375,Cámara de hielo,4.0,700,63,Desintegrada
1713,4931,Baño de lava,5.0,665,18,Desintegrada
1714,1019,Laberinto sin salida,4.0,864,480,Sobrevive
1715,3857,Grito eterno,4.0,490,119,Reincidente
1716,6704,Cámara de hielo,3.0,890,340,Sobrevive
1717,9896,Grito eterno,2.0,900,309,Reincidente
1718,2391,Cámara de hielo,3.0,410,467,Sobrevive
1719,3244,Loop de reuniones,5.0,318,232,Desintegrada
1720,9437,Cámara de hielo,4.0,590,24,Reincidente
1721,6752,Cámara de hielo,,914,380,Transferida
1722,9251,Grito eterno,,191,258,Sobrevive
1723,3646,Loop de reuniones,10.0,337,85,Transferida
1724,8680,Loop de reuniones,2.0,569,164,Sobrevive
1725,6344,Loop de reuniones,8.0,134,40,Desintegrada
1726,2579,Cámara de hielo,1.0,56,371,Reincidente
1727,6980,Laberinto sin salida,1.0,376,37,Sobrevive
1728,1949,Grito eterno,1.0,709,109,Reincidente
1729,1462,Cámara de hielo,2.0,580,427,Reincidente
1730,4365,Loop de reuniones,8.0,353,248,Sobrevive
1731,8614,Grito eterno,,621,269,Sobrevive
1732,6,Baño de lava,5.0,926,298,Desintegrada
1733,7271,Cámara de hielo,7.0,146,266,Desintegrada
1734,855,Grito eterno,7.0,834,215,Reincidente
1735,9738,Grito eterno,8.0,341,5,Reincidente
1736,9265,Baño de lava,2.0,322,490,Desintegrada
1737,199,Grito eterno,7.0,531,454,Desintegrada
1738,7146,Baño de lava,5.0,959,163,Sobrevive
1739,8775,Loop de reuniones,4.0,385,145,Sobrevive
1740,730,Laberinto sin salida,4.0,409,178,Desintegrada
1741,7842,Loop de reuniones,4.0,83,205,Sobrevive
1742,7630,Cámara de hielo,9.0,207,308,Sobrevive
1743,8566,Baño de lava,8.0,508,387,Desintegrada
1744,6280,Loop de reuniones,8.0,311,143,Desintegrada
1745,8183,Laberinto sin salida,5.0,714,445,Sobrevive
1746,124,Cámara de hielo,2.0,604,498,Reincidente
1747,8340,Baño de lava,9.0,176,408,Reincidente
1748,8708,Grito eterno,,478,139,Reincidente
1749,2243,Baño de lava,1.0,919,150,Reincidente
1750,9711,Baño de lava,9.0,146,465,Sobrevive
1751,1083,Grito eterno,5.0,922,375,Transferida
1752,4493,Laberinto sin salida,9.0,134,123,Reincidente
1753,1424,Laberinto sin salida,9.0,839,378,Reincidente
1754,3286,Laberinto sin salida,1.0,558,24,Desintegrada
1755,5270,Laberinto sin salida,9.0,262,3,Desintegrada
1756,3296,Loop de reuniones,7.0,766,22,Transferida
1757,9898,Baño de lava,10.0,383,99,Desintegrada
1758,256,Baño de lava,1.0,87,387,Transferida
1759,1254,Cámara de hielo,1.0,906,305,Desintegrada
1760,1865,Loop de reuniones,2.0,555,229,Sobrevive
1761,5551,Grito eterno,9.0,333,9,Desintegrada
1762,6154,Baño de lava,3.0,241,177,Sobrevive
1763,3617,Cámara de hielo,6.0,318,401,Reincidente
1764,3309,Baño de lava,8.0,643,64,Transferida
1765,9718,Cámara de hielo,9.0,943,259,Reincidente
1766,8257,Cámara de hielo,2.0,473,495,Reincidente
1767,8098,Loop de reuniones,3.0,127,427,Transferida
1768,7388,Loop de reuniones,2.0,700,141,Desintegrada
1769,8887,Loop de reuniones,6.0,70,488,Sobrevive
1770,4394,Grito eterno,1.0,296,266,Transferida
1771,9403,Loop de reuniones,1.0,951,429,Desintegrada
1772,7375,Laberinto sin salida,4.0,246,55,Sobrevive
1773,22,Baño de lava,3.0,800,97,Sobrevive
1774,3868,Cámara de hielo,5.0,869,98,Sobrevive
1775,486,Laberinto sin salida,10.0,52,494,Desintegrada
1776,8579,Loop de reuniones,1.0,632,210,Reincidente
1777,1023,Cámara de hielo,8.0,813,388,Desintegrada
1778,487,Loop de reuniones,3.0,971,488,Reincidente
1779,9303,Laberinto sin salida,10.0,507,338,Reincidente
1780,3219,Grito eterno,4.0,489,289,Transferida
1781,861,Loop de reuniones,,604,486,Sobrevive
1782,3379,Loop de reuniones,4.0,792,233,Transferida
1783,4298,Loop de reuniones,4.0,729,66,Transferida
1784,5461,Cámara de hielo,7.0,922,471,Transferida
1785,4373,Loop de reuniones,9.0,517,402,Reincidente
1786,5628,Grito eterno,4.0,384,471,Sobrevive
1787,5020,Cámara de hielo,8.0,908,231,Desintegrada
1788,5149,Cámara de hielo,7.0,131,226,Reincidente
1789,289,Baño de lava,1.0,367,189,Desintegrada
1790,594,Loop de reuniones,9.0,609,244,Desintegrada
1791,6825,Laberinto sin salida,1.0,385,280,Reincidente
1792,5292,Grito eterno,10.0,767,62,Reincidente
1793,664,Baño de lava,7.0,275,328,Transferida
1794,63,Grito eterno,5.0,424,5,Reincidente
1795,8341,Grito eterno,9.0,776,499,Sobrevive
1796,1959,Baño de lava,8.0,347,490,Reincidente
1797,6715,Cámara de hielo,5.0,713,463,Reincidente
1798,2332,Grito eterno,6.0,981,2,Desintegrada
1799,1048,Laberinto sin salida,9.0,529,494,Transferida
1800,7736,Loop de reuniones,9.0,421,105,Desintegrada
1801,2195,Grito eterno,5.0,438,339,Reincidente
1802,4015,Baño de lava,8.0,607,233,Transferida
1803,7680,Cámara de hielo,5.0,984,281,Sobrevive
1804,3902,Loop de reuniones,10.0,833,373,Desintegrada
1805,2794,Laberinto sin salida,8.0,474,337,Reincidente
1806,7021,Laberinto sin salida,5.0,970,63,Sobrevive
1807,2569,Baño de lava,9.0,502,422,Reincidente
1808,1526,Grito eterno,9.0,852,18,Transferida
1809,1343,Grito eterno,9.0,922,36,Sobrevive
1810,8434,Grito eterno,9.0,892,159,Desintegrada
1811,3499,Loop de reuniones,9.0,906,141,Transferida
1812,8578,Laberinto sin salida,8.0,173,133,Sobrevive
1813,8971,Grito eterno,6.0,636,238,Sobrevive
1814,6092,Laberinto sin salida,4.0,926,319,Transferida
1815,8137,Cámara de hielo,3.0,95,372,Transferida
1816,1860,Baño de lava,6.0,187,300,Transferida
1817,2378,Cámara de hielo,2.0,846,78,Sobrevive
1818,5493,Laberinto sin salida,10.0,807,147,Desintegrada
1819,2663,Baño de lava,1.0,647,96,Sobrevive
1820,6068,Baño de lava,8.0,538,9999,Transferida
1821,9000,Grito eterno,7.0,79,377,Sobrevive
1822,8351,Laberinto sin salida,8.0,576,146,Reincidente
1823,4689,Cámara de hielo,9.0,610,22,Reincidente
1824,4711,Loop de reuniones,5.0,661,402,Reincidente
1825,2444,Cámara de hielo,8.0,623,47,Reincidente
1826,8621,Grito eterno,8.0,331,321,Reincidente
1827,8650,Loop de reuniones,8.0,747,224,Transferida
1828,7852,Grito eterno,8.0,515,168,Reincidente
1829,7315,Loop de reuniones,10.0,959,207,Desintegrada
1830,8457,Grito eterno,3.0,35,113,Sobrevive
1831,8706,Cámara de hielo,3.0,871,393,Transferida
1832,8339,Laberinto sin salida,7.0,544,293,Sobrevive
1833,8819,Cámara de hielo,6.0,575,222,Reincidente
1834,9804,Cámara de hielo,9.0,310,128,Transferida
1835,8748,Grito eterno,9.0,674,433,Transferida
1836,8139,Grito eterno,9.0,938,158,Desintegrada
1837,6488,Cámara de hielo,4.0,275,274,Transferida
1838,3741,Loop de reuniones,9.0,778,451,Reincidente
1839,1621,Cámara de hielo,1.0,874,4,Sobrevive
1840,364,Grito eterno,8.0,541,265,Desintegrada
1841,5959,Cámara de hielo,10.0,288,371,Reincidente
1842,6655,Cámara de hielo,4.0,22,471,Transferida
1843,1049,Grito eterno,5.0,619,17,Transferida
1844,5870,Loop de reuniones,6.0,641,130,Desintegrada
1845,8690,Laberinto sin salida,,183,303,Reincidente
1846,7117,Laberinto sin salida,4.0,544,439,Reincidente
1847,5623,Grito eterno,1.0,644,123,Transferida
1848,3225,Laberinto sin salida,4.0,781,68,Reincidente
1849,8560,Grito eterno,8.0,427,161,Reincidente
1850,3815,Grito eterno,3.0,965,246,Desintegrada
1851,9003,Laberinto sin salida,7.0,35,367,Sobrevive
1852,7627,Cámara de hielo,6.0,63,66,Sobrevive
1853,9142,Grito eterno,8.0,354,80,Transferida
1854,6628,Cámara de hielo,8.0,984,66,Reincidente
1855,708,Loop de reuniones,4.0,648,285,Desintegrada
1856,5409,Baño de lava,2.0,163,381,Transferida
1857,7723,Cámara de hielo,2.0,295,310,Desintegrada
1858,3709,Grito eterno,7.0,12,69,Reincidente
1859,5525,Grito eterno,2.0,77,24,Sobrevive
1860,9742,Cámara de hielo,3.0,488,127,Desintegrada
1861,8530,Grito eterno,5.0,687,263,Desintegrada
1862,9792,Loop de reuniones,10.0,612,188,Reincidente
1863,5812,Loop de reuniones,7.0,600,261,Transferida
1864,7092,Cámara de hielo,3.0,918,377,Reincidente
1865,2179,Cámara de hielo,2.0,406,221,Desintegrada
1866,7802,Laberinto sin salida,6.0,209,212,Sobrevive
1867,892,Cámara de hielo,8.0,152,100,Desintegrada
1868,6096,Laberinto sin salida,4.0,74,234,Desintegrada
1869,6035,Baño de lava,8.0,594,358,Reincidente
1870,9617,Baño de lava,2.0,127,41,Reincidente
1871,5563,Cámara de hielo,1.0,92,217,Transferida
1872,245,Laberinto sin salida,4.0,448,144,Sobrevive
1873,8025,Laberinto sin salida,9.0,969,72,Transferida
1874,2748,Grito eterno,2.0,488,259,Desintegrada
1875,991,Baño de lava,4.0,230,1,Reincidente
1876,9896,Loop de reuniones,10.0,355,425,Sobrevive
1877,9047,Grito eterno,7.0,518,148,Desintegrada
1878,3799,Laberinto sin salida,,493,24,Sobrevive
1879,9003,Baño de lava,8.0,712,397,Transferida
1880,9344,Grito eterno,4.0,245,31,Sobrevive
1881,9741,Baño de lava,1.0,778,178,Transferida
1882,9184,Baño de lava,3.0,791,132,Transferida
1883,6987,Baño de lava,1.0,385,448,Transferida
1884,9209,Laberinto sin salida,10.0,688,481,Reincidente
1885,3918,Laberinto sin salida,7.0,959,344,Sobrevive
1886,9348,Loop de reuniones,8.0,177,205,Transferida
1887,7018,Loop de reuniones,1.0,458,41,Desintegrada
1888,6378,Loop de reuniones,2.0,908,489,Desintegrada
1889,1849,Grito eterno,4.0,636,452,Reincidente
1890,2264,Baño de lava,3.0,163,128,Reincidente
1891,8083,Cámara de hielo,4.0,210,377,Desintegrada
1892,6856,Cámara de hielo,7.0,597,424,Reincidente
1893,8382,Loop de reuniones,7.0,561,404,Sobrevive
1894,8987,Grito eterno,4.0,270,9999,Sobrevive
1895,9036,Grito eterno,9.0,30,344,Sobrevive
1896,1310,Loop de reuniones,1.0,565,249,Sobrevive
1897,7880,Laberinto sin salida,7.0,843,311,Reincidente
1898,2498,Laberinto sin salida,7.0,289,484,Desintegrada
1899,5641,Grito eterno,4.0,564,190,Desintegrada
1900,6257,Baño de lava,4.0,646,456,Sobrevive
1901,5468,Laberinto sin salida,2.0,809,53,???
1902,5542,Loop de reuniones,6.0,530,115,Reincidente
1903,2768,Laberinto sin salida,10.0,518,66,???
1904,4504,Laberinto sin salida,7.0,562,115,Desintegrada
1905,5218,Loop de reuniones,2.0,186,155,Sobrevive
1906,5795,Baño de lava,2.0,186,82,Reincidente
1907,9369,Loop de reuniones,9.0,347,157,Transferida
1908,7725,Cámara de hielo,4.0,712,117,Sobrevive
1909,8126,Baño de lava,6.0,175,77,Desintegrada
1910,6790,Cámara de hielo,7.0,130,218,Transferida
1911,2268,Cámara de hielo,4.0,405,10,Sobrevive
1912,3707,Grito eterno,8.0,233,125,Desintegrada
1913,3957,Cámara de hielo,4.0,180,365,Transferida
1914,5111,Grito eterno,5.0,830,464,Transferida
1915,4883,Grito eterno,8.0,65,389,Desintegrada
1916,8606,Baño de lava,2.0,681,486,Transferida
1917,4641,Loop de reuniones,9.0,613,341,Sobrevive
1918,268,Laberinto sin salida,8.0,362,190,???
1919,9570,Loop de reuniones,10.0,40,108,Desintegrada
1920,13,Loop de reuniones,6.0,492,172,Transferida
1921,4710,Cámara de hielo,2.0,297,184,Transferida
1922,5277,Loop de reuniones,3.0,23,48,Desintegrada
1923,2348,Laberinto sin salida,,13,488,Sobrevive
1924,4116,Loop de reuniones,10.0,545,219,Reincidente
1925,7067,Loop de reuniones,6.0,891,9999,Desintegrada
1926,3984,Grito eterno,3.0,662,331,Transferida
1927,2512,Baño de lava,9.0,69,126,Desintegrada
1928,2248,Loop de reuniones,3.0,962,423,Sobrevive
1929,9978,Grito eterno,,259,304,Transferida
1930,2567,Baño de lava,2.0,713,395,Desintegrada
1931,4960,Loop de reuniones,4.0,368,464,Sobrevive
1932,8086,Cámara de hielo,8.0,594,431,Sobrevive
1933,9493,Cámara de hielo,7.0,502,461,Desintegrada
1934,9779,Cámara de hielo,8.0,270,304,Desintegrada
1935,7547,Baño de lava,5.0,211,337,Desintegrada
1936,5502,Grito eterno,1.0,435,338,Transferida
1937,5241,Baño de lava,6.0,569,73,Reincidente
1938,6429,Baño de lava,2.0,346,441,Sobrevive
1939,7484,Laberinto sin salida,3.0,89,416,Transferida
1940,5951,Grito eterno,5.0,207,148,Desintegrada
1941,6191,Grito eterno,4.0,702,167,Transferida
1942,4843,Loop de reuniones,1.0,187,350,Reincidente
1943,2910,Cámara de hielo,3.0,86,161,Transferida
1944,5396,Cámara de hielo,6.0,758,465,Sobrevive
1945,3978,Baño de lava,6.0,98,288,Sobrevive
1946,577,Laberinto sin salida,8.0,627,115,Reincidente
1947,5768,Baño de lava,5.0,398,342,Reincidente
1948,8819,Loop de reuniones,6.0,635,437,Reincidente
1949,172,Baño de lava,5.0,149,136,Sobrevive
1950,6926,Grito eterno,7.0,690,287,Desintegrada
1951,7339,Cámara de hielo,10.0,750,339,Transferida
1952,254,Cámara de hielo,7.0,666,113,Transferida
1953,4327,Baño de lava,2.0,962,459,Reincidente
1954,8846,Laberinto sin salida,10.0,308,99,Reincidente
1955,6498,Loop de reuniones,10.0,21,218,Desintegrada
1956,9468,Cámara de hielo,6.0,958,118,Desintegrada
1957,8268,Loop de reuniones,5.0,175,156,Transferida
1958,155,Grito eterno,5.0,960,420,Desintegrada
1959,5139,Loop de reuniones,3.0,287,483,Desintegrada
1960,1638,Laberinto sin salida,5.0,896,9999,Sobrevive
1961,6948,Laberinto sin salida,3.0,668,466,Desintegrada
1962,1394,Grito eterno,1.0,323,412,Sobrevive
1963,547,Laberinto sin salida,,60,415,Desintegrada
1964,2981,Baño de lava,7.0,982,420,Desintegrada
1965,243,Grito eterno,5.0,121,395,Reincidente
1966,846,Baño de lava,8.0,380,195,Sobrevive
1967,1644,Loop de reuniones,10.0,919,225,Sobrevive
1968,7422,Loop de reuniones,7.0,506,472,Sobrevive
1969,5118,Grito eterno,6.0,521,233,Sobrevive
1970,2611,Laberinto sin salida,8.0,582,403,Sobrevive
1971,5743,Grito eterno,8.0,221,193,Reincidente
1972,2835,Grito eterno,1.0,428,408,Sobrevive
1973,7636,Cámara de hielo,7.0,949,471,Desintegrada
1974,5043,Grito eterno,5.0,78,107,Sobrevive
1975,5441,Baño de lava,4.0,193,43,Desintegrada
1976,5306,Grito eterno,3.0,369,85,Desintegrada
1977,1195,Loop de reuniones,9.0,855,81,Desintegrada
1978,3311,Grito eterno,8.0,104,122,Transferida
1979,7509,Cámara de hielo,7.0,895,399,Desintegrada
1980,7901,Loop de reuniones,4.0,3,136,Transferida
1981,2943,Cámara de hielo,4.0,595,81,Desintegrada
1982,7050,Cámara de hielo,8.0,881,60,Desintegrada
1983,2741,Loop de reuniones,1.0,713,94,Transferida
1984,2080,Baño de lava,10.0,671,133,Desintegrada
1985,8119,Cámara de hielo,8.0,941,416,Transferida
1986,6196,Cámara de hielo,6.0,448,496,Desintegrada
1987,5471,Cámara de hielo,9.0,718,202,Reincidente
1988,9377,Cámara de hielo,7.0,480,386,Reincidente
1989,439,Loop de reuniones,8.0,309,87,Desintegrada
1990,9941,Grito eterno,9.0,406,324,Desintegrada
1991,6492,Baño de lava,6.0,501,18,Reincidente
1992,8337,Cámara de hielo,10.0,386,230,Sobrevive
1993,3368,Grito eterno,,228,455,Transferida
1994,6262,Laberinto sin salida,6.0,894,111,Sobrevive
1995,5357,Baño de lava,3.0,599,469,Sobrevive
1996,9135,Cámara de hielo,7.0,393,183,Transferida
1997,9268,Laberinto sin salida,2.0,647,402,Reincidente
1998,8347,Laberinto sin salida,8.0,327,448,Transferida
1999,2171,Laberinto sin salida,10.0,115,240,Transferida
2000,9990,Laberinto sin salida,3.0,279,276,Reincidente
2001,9637,Laberinto sin salida,7.0,115,263,Reincidente
2002,4975,Baño de lava,5.0,22,489,Sobrevive
2003,9555,Grito eterno,3.0,767,435,Transferida
2004,3560,Grito eterno,2.0,226,51,???
2005,4944,Laberinto sin salida,3.0,218,469,Transferida
2006,2472,Baño de lava,4.0,363,224,Transferida
2007,5759,Loop de reuniones,10.0,952,40,???
2008,244,Laberinto sin salida,10.0,661,404,Desintegrada
2009,3230,Cámara de hielo,1.0,68,484,Sobrevive
2010,2321,Loop de reuniones,10.0,429,471,Reincidente
2011,7086,Grito eterno,7.0,66,335,Transferida
2012,1571,Laberinto sin salida,10.0,757,52,Sobrevive
