id_tormento,id_alma,tipo_tormento,nivel_intensidad,duracion_horas,responsable_demonio,resultado_final
2076,9414,Loop de reuniones,10,767,495,Desintegrada
2077,8604,Baño de lava,1,859,76,Sobrevive
2078,6149,Laberinto sin salida,2,749,432,Transferida
2079,6535,Laberinto sin salida,6,121,270,Transferida
2080,8476,Laberinto sin salida,7,186,163,Reincidente
2081,4448,Baño de lava,3,978,227,Desintegrada
2082,3458,Laberinto sin salida,4,534,218,Sobrevive
2083,2597,Laberinto sin salida,2,637,475,Reincidente
2084,9795,Laberinto sin salida,7,480,385,Transferida
2085,7707,Loop de reuniones,4,698,89,Transferida
2086,1596,Cámara de hielo,9,442,93,Sobrevive
2087,4147,Loop de reuniones,6,223,307,Transferida
2088,7208,Grito eterno,1,413,5,Transferida
2089,2346,Baño de lava,5,966,378,Reincidente
2090,3894,Baño de lava,6,220,277,Sobrevive
2091,3725,Baño de lava,8,780,364,Desintegrada
2092,8952,Laberinto sin salida,10,925,105,Desintegrada
2093,1438,Grito eterno,9,107,360,Desintegrada
2094,5343,Loop de reuniones,4,226,15,Sobrevive
2095,9911,Grito eterno,3,357,165,Transferida
2096,9170,Grito eterno,6,976,230,Desintegrada
2097,9169,Loop de reuniones,1,351,89,Desintegrada
2098,4405,Grito eterno,4,75,113,Reincidente
2099,4191,Laberinto sin salida,10,944,68,Transferida
2100,9971,Loop de reuniones,9,24,192,Transferida
2101,6833,Cámara de hielo,7,161,478,Reincidente
2102,4196,Grito eterno,7,436,177,Transferida
2103,9150,Grito eterno,9,470,495,Desintegrada
2104,5413,Grito eterno,10,104,118,Desintegrada
2105,2661,Grito eterno,8,599,217,Transferida
2106,3068,Cámara de hielo,3,766,219,Reincidente
2107,2305,Grito eterno,5,271,460,Transferida
2108,249,Cámara de hielo,3,257,423,Desintegrada
2109,1506,Cámara de hielo,4,754,5,Transferida
2110,3085,Cámara de hielo,1,678,232,Sobrevive
2111,2667,Laberinto sin salida,2,963,307,Reincidente
2112,7044,Laberinto sin salida,4,74,249,Desintegrada
2113,4510,Laberinto sin salida,4,29,226,Sobrevive
2114,4766,Laberinto sin salida,1,326,488,Sobrevive
2115,9798,Cámara de hielo,5,534,321,Desintegrada
2116,4796,Loop de reuniones,8,685,73,Desintegrada
2117,2991,Cámara de hielo,8,528,271,Transferida
2118,7861,Cámara de hielo,5,694,231,Transferida
2119,4508,Laberinto sin salida,10,692,45,Desintegrada
2120,4908,Grito eterno,8,804,40,Transferida
2121,679,Cámara de hielo,6,803,29,Desintegrada
2122,2387,Loop de reuniones,7,132,124,Desintegrada
2123,7164,Loop de reuniones,7,953,286,Desintegrada
2124,1538,Grito eterno,3,285,444,Desintegrada
2125,6736,Loop de reuniones,6,752,98,Sobrevive
2126,7659,Cámara de hielo,10,10,471,Desintegrada
2127,8452,Cámara de hielo,3,356,72,Desintegrada
2128,3041,Baño de lava,10,10,347,Sobrevive
2129,6694,Cámara de hielo,4,907,454,Sobrevive
2130,4178,Grito eterno,8,772,137,Sobrevive
2131,7032,Laberinto sin salida,10,622,187,Desintegrada
2132,8677,Laberinto sin salida,1,353,16,Reincidente
2133,8343,Cámara de hielo,2,405,168,Transferida
2134,2786,Baño de lava,4,763,488,Reincidente
2135,193,Loop de reuniones,10,522,55,Desintegrada
2136,3701,Laberinto sin salida,7,363,198,Sobrevive
2137,9849,Laberinto sin salida,3,123,50,Reincidente
2138,590,Cámara de hielo,1,992,8,Sobrevive
2139,9957,Baño de lava,6,275,120,Reincidente
2140,8619,Grito eterno,8,907,430,Transferida
2141,6411,Cámara de hielo,7,249,173,Desintegrada
2142,4903,Baño de lava,9,9,474,Transferida
2143,9382,Laberinto sin salida,8,377,250,Sobrevive
2144,5054,Loop de reuniones,9,37,116,Reincidente
2145,7705,Laberinto sin salida,9,108,58,Reincidente
2146,4361,Cámara de hielo,8,583,347,Sobrevive
2147,5303,Grito eterno,9,693,66,Reincidente
2148,3967,Loop de reuniones,5,278,410,Reincidente
2149,8384,Loop de reuniones,7,777,299,Transferida
2150,125,Cámara de hielo,3,831,483,Reincidente
2151,9085,Baño de lava,4,76,232,Desintegrada
2152,9388,Loop de reuniones,3,586,317,Desintegrada
2153,6877,Grito eterno,4,232,423,Desintegrada
2154,3448,Cámara de hielo,6,586,191,Desintegrada
2155,3289,Baño de lava,7,706,212,Reincidente
2156,7635,Laberinto sin salida,4,769,192,Reincidente
2157,3456,Baño de lava,9,230,251,Desintegrada
2158,4776,Baño de lava,4,834,219,Reincidente
2159,5721,Loop de reuniones,8,659,295,Desintegrada
2160,2084,Loop de reuniones,2,805,474,Transferida
2161,4183,Loop de reuniones,7,936,112,Sobrevive
2162,6656,Baño de lava,8,728,160,Transferida
2163,3550,Cámara de hielo,10,100,8,Reincidente
2164,5860,Laberinto sin salida,1,265,440,Transferida
2165,1466,Loop de reuniones,2,690,99,Transferida
2166,4798,Cámara de hielo,2,586,102,Transferida
2167,1686,Grito eterno,8,291,415,Transferida
2168,1062,Loop de reuniones,4,981,55,Transferida
2169,9641,Baño de lava,2,841,357,Sobrevive
2170,70,Loop de reuniones,2,287,441,Desintegrada
2172,4053,Baño de lava,10,846,16,Sobrevive
2173,185,Baño de lava,8,721,385,Sobrevive
2174,7652,Laberinto sin salida,10,22,234,Desintegrada
2175,1386,Laberinto sin salida,6,606,188,Reincidente
2176,1778,Laberinto sin salida,9,879,266,Desintegrada
2177,6827,Laberinto sin salida,7,686,177,Desintegrada
2178,696,Baño de lava,7,312,208,Desintegrada
2179,9907,Loop de reuniones,7,699,450,Desintegrada
2180,8591,Laberinto sin salida,8,579,3,Sobrevive
2182,4868,Grito eterno,8,512,351,Sobrevive
2183,8639,Grito eterno,1,988,48,Desintegrada
2184,9437,Loop de reuniones,8,656,451,Sobrevive
2185,1026,Cámara de hielo,5,169,276,Desintegrada
2186,1283,Laberinto sin salida,5,835,366,Sobrevive
2187,4609,Cámara de hielo,2,294,198,Reincidente
2188,6011,Cámara de hielo,2,247,109,Transferida
2189,5930,Baño de lava,3,240,186,Transferida
2190,7814,Cámara de hielo,4,736,323,Transferida
2191,7747,Cámara de hielo,9,608,43,Transferida
2192,1977,Grito eterno,9,10,394,Reincidente
2193,6157,Cámara de hielo,5,901,337,Sobrevive
2194,5569,Cámara de hielo,10,200,394,Sobrevive
2195,2476,Loop de reuniones,5,913,209,Reincidente
2196,469,Cámara de hielo,10,603,494,Reincidente
2197,5919,Cámara de hielo,3,293,366,Desintegrada
2198,5089,Grito eterno,3,523,165,Sobrevive
2199,4887,Baño de lava,9,314,463,Transferida
2200,4511,Loop de reuniones,9,549,113,Transferida
2201,4348,Cámara de hielo,10,676,284,Sobrevive
2202,8274,Loop de reuniones,3,462,168,Desintegrada
2203,9036,Grito eterno,7,447,24,Transferida
2204,1753,Cámara de hielo,10,24,157,Transferida
2205,2543,Loop de reuniones,2,901,390,Reincidente
2206,7872,Baño de lava,3,954,74,Transferida
2207,5970,Grito eterno,5,341,220,Desintegrada
2208,6624,Cámara de hielo,8,264,1,Reincidente
2209,4910,Laberinto sin salida,5,328,485,Transferida
2210,9344,Cámara de hielo,4,605,113,Transferida
2211,8159,Loop de reuniones,2,788,76,Desintegrada
2212,807,Loop de reuniones,5,646,264,Sobrevive
2213,2655,Loop de reuniones,1,143,278,Reincidente
2214,2607,Laberinto sin salida,5,875,84,Transferida
2215,5729,Laberinto sin salida,10,923,84,Desintegrada
2216,7235,Loop de reuniones,5,547,105,Transferida
2217,7209,Baño de lava,7,811,337,Transferida
2218,6948,Grito eterno,9,632,410,Sobrevive
2219,315,Baño de lava,3,833,4,Sobrevive
2220,9151,Loop de reuniones,5,999,366,Reincidente
2221,2101,Grito eterno,3,21,442,Desintegrada
2222,6328,Baño de lava,5,173,377,Desintegrada
2223,1264,Loop de reuniones,9,463,224,Desintegrada
2224,436,Loop de reuniones,5,968,457,Transferida
2225,1868,Baño de lava,6,568,117,Transferida
2226,2326,Laberinto sin salida,5,786,229,En proceso
2227,5319,Laberinto sin salida,5,38,494,Sobrevive
2228,4635,Baño de lava,4,774,72,Reincidente
2229,5285,Cámara de hielo,1,983,74,Transferida
2230,2538,Loop de reuniones,8,963,184,Reincidente
2231,3921,Baño de lava,1,934,188,Transferida
2233,9820,Loop de reuniones,3,800,430,Transferida
2234,6927,Loop de reuniones,5,460,135,Reincidente
2235,2293,Laberinto sin salida,3,529,189,Reincidente
2236,8349,Laberinto sin salida,3,273,81,Sobrevive
2237,2889,Laberinto sin salida,9,136,309,Transferida
2238,3474,Grito eterno,9,156,494,Sobrevive
2239,4498,Cámara de hielo,10,720,318,Transferida
2240,3886,Cámara de hielo,5,85,354,Sobrevive
2241,4567,Loop de reuniones,10,995,231,Desintegrada
2242,5322,Cámara de hielo,10,915,283,Reincidente
2243,4,Baño de lava,9,849,3,Desintegrada
2244,3722,Loop de reuniones,4,453,158,Sobrevive
2245,8336,Grito eterno,10,800,251,Transferida
2246,5452,Loop de reuniones,6,115,240,Reincidente
2247,1998,Laberinto sin salida,10,182,284,Transferida
2248,6249,Loop de reuniones,4,897,102,Transferida
2249,9052,Baño de lava,4,715,9,Sobrevive
2250,1949,Cámara de hielo,8,87,19,Transferida
2251,2635,Grito eterno,4,44,387,Reincidente
2252,2514,Grito eterno,2,788,377,Reincidente
2253,5529,Grito eterno,10,634,357,Reincidente
2254,9017,Loop de reuniones,3,599,384,Reincidente
2255,8882,Loop de reuniones,2,582,495,Transferida
2256,857,Grito eterno,2,729,111,Transferida
2257,8694,Baño de lava,5,606,467,Reincidente
2258,4938,Loop de reuniones,5,694,479,Transferida
2259,7768,Loop de reuniones,1,433,266,Reincidente
2260,9591,Baño de lava,6,823,385,Reincidente
2261,9254,Laberinto sin salida,5,39,470,En proceso
2262,7340,Loop de reuniones,6,915,175,Desintegrada
2263,1130,Laberinto sin salida,5,974,423,Reincidente
2264,8186,Laberinto sin salida,8,26,4,Desintegrada
2265,8259,Loop de reuniones,10,839,78,Sobrevive
2266,3975,Laberinto sin salida,7,441,442,Sobrevive
2267,9024,Baño de lava,3,47,442,Desintegrada
2268,5490,Laberinto sin salida,10,885,495,Reincidente
2269,9707,Grito eterno,9,966,114,Desintegrada
2270,6251,Loop de reuniones,4,587,284,Sobrevive
2271,2271,Baño de lava,3,75,223,Reincidente
2272,9417,Cámara de hielo,8,25,93,Transferida
2273,5785,Grito eterno,8,83,470,Desintegrada
2274,2288,Baño de lava,7,553,1,Desintegrada
2275,9954,Cámara de hielo,8,656,299,Transferida
2276,5585,Loop de reuniones,2,309,446,Transferida
2277,5446,Grito eterno,8,971,413,Sobrevive
2278,5105,Grito eterno,1,286,451,Sobrevive
2279,3173,Baño de lava,8,380,3,Desintegrada
2280,9861,Loop de reuniones,3,415,279,Sobrevive
2281,2676,Loop de reuniones,9,134,168,Transferida
2282,654,Loop de reuniones,7,292,338,Desintegrada
2283,3202,Cámara de hielo,10,210,280,Desintegrada
2284,3864,Cámara de hielo,10,839,241,Reincidente
2285,8974,Baño de lava,8,856,126,Sobrevive
2286,1634,Loop de reuniones,4,295,142,Sobrevive
2287,5649,Baño de lava,4,681,159,Reincidente
2288,8846,Cámara de hielo,4,541,249,Transferida
2290,3953,Baño de lava,9,509,349,Reincidente
2291,1229,Baño de lava,10,542,209,Reincidente
2292,4218,Laberinto sin salida,5,242,327,Sobrevive
2293,3570,Laberinto sin salida,4,414,86,Reincidente
2294,4310,Baño de lava,2,66,184,Sobrevive
2295,1450,Baño de lava,8,52,372,Reincidente
2296,6097,Laberinto sin salida,3,79,188,Transferida
2297,798,Laberinto sin salida,10,869,422,Reincidente
2298,5106,Baño de lava,7,863,159,Desintegrada
2299,7622,Laberinto sin salida,6,330,142,Reincidente
2300,5914,Grito eterno,8,12,209,Desintegrada
2301,5816,Laberinto sin salida,2,45,496,Transferida
2302,1005,Laberinto sin salida,6,57,166,Sobrevive
2303,9797,Cámara de hielo,8,344,427,Transferida
2304,7481,Grito eterno,7,303,446,En proceso
2305,5080,Grito eterno,9,613,184,Desintegrada
2306,6891,Loop de reuniones,8,257,277,Transferida
2307,6809,Loop de reuniones,3,472,73,Transferida
2308,2639,Cámara de hielo,7,94,471,Sobrevive
2309,5852,Cámara de hielo,8,954,29,Transferida
2310,2884,Grito eterno,7,5,80,Transferida
2311,7045,Grito eterno,7,953,356,Reincidente
2312,2317,Laberinto sin salida,7,137,137,Sobrevive
2313,8572,Grito eterno,10,670,331,Sobrevive
2314,8517,Grito eterno,9,791,102,Reincidente
2315,3512,Cámara de hielo,6,961,318,Reincidente
2316,5311,Baño de lava,10,863,191,Desintegrada
2317,1487,Loop de reuniones,6,739,163,En proceso
2318,9706,Baño de lava,9,960,275,Transferida
2319,4685,Laberinto sin salida,5,926,68,Sobrevive
2320,8004,Baño de lava,10,831,485,Desintegrada
2321,8127,Cámara de hielo,7,327,186,Sobrevive
2322,986,Grito eterno,3,914,226,Transferida
2323,6991,Laberinto sin salida,7,793,356,Transferida
2324,9277,Baño de lava,7,684,354,Reincidente
2325,2768,Laberinto sin salida,9,420,158,Sobrevive
2326,4047,Baño de lava,10,562,183,Transferida
2327,9893,Baño de lava,4,168,81,Sobrevive
2328,9987,Cámara de hielo,4,958,349,Desintegrada
2329,4306,Laberinto sin salida,7,653,368,Desintegrada
2330,9157,Loop de reuniones,3,976,446,Reincidente
2331,6930,Laberinto sin salida,2,655,175,Reincidente
2332,5976,Cámara de hielo,7,420,286,Desintegrada
2333,8136,Cámara de hielo,6,75,107,Reincidente
2334,4217,Baño de lava,4,283,224,Sobrevive
2335,353,Grito eterno,4,861,360,Desintegrada
2336,1453,Baño de lava,2,777,121,Transferida
2337,464,Baño de lava,9,757,113,Reincidente
2338,3119,Cámara de hielo,4,778,15,Desintegrada
2339,8504,Grito eterno,9,276,72,Reincidente
2341,8667,Laberinto sin salida,9,589,491,Reincidente
2342,3909,Cámara de hielo,6,929,327,Desintegrada
2343,845,Laberinto sin salida,5,327,445,Desintegrada
2344,3697,Cámara de hielo,8,950,159,Sobrevive
2345,592,Grito eterno,10,426,427,Transferida
2346,7923,Baño de lava,2,846,242,Transferida
2347,8103,Baño de lava,8,552,217,Desintegrada
2348,6537,Laberinto sin salida,6,945,158,Transferida
2349,3684,Grito eterno,3,108,118,Desintegrada
2350,2084,Baño de lava,9,890,450,Reincidente
2351,1734,Cámara de hielo,1,264,496,Reincidente
2352,4291,Cámara de hielo,5,844,68,Transferida
2353,7514,Loop de reuniones,5,593,485,Sobrevive
2354,5452,Grito eterno,10,50,184,Transferida
2355,8224,Baño de lava,4,543,80,Sobrevive
2356,9463,Cámara de hielo,9,652,214,Sobrevive
2357,5544,Baño de lava,9,706,105,Desintegrada
2358,636,Laberinto sin salida,7,63,160,Sobrevive
2359,8985,Laberinto sin salida,1,544,266,Transferida
2360,3007,Laberinto sin salida,6,903,66,Transferida
2361,5537,Laberinto sin salida,10,855,264,Desintegrada
2362,4389,Laberinto sin salida,3,547,276,Reincidente
2363,8377,Loop de reuniones,3,831,357,Desintegrada
2364,5623,Loop de reuniones,9,283,284,Sobrevive
2365,9424,Baño de lava,9,304,137,Desintegrada
2366,5002,Grito eterno,9,674,40,Transferida
2367,5839,Baño de lava,3,162,496,Desintegrada
2368,393,Loop de reuniones,5,874,180,Sobrevive
2369,6660,Loop de reuniones,2,342,166,Reincidente
2370,9148,Cámara de hielo,1,209,427,Desintegrada
2371,8614,Cámara de hielo,6,528,345,Desintegrada
2372,5433,Loop de reuniones,1,961,480,Desintegrada
2373,4457,Loop de reuniones,1,57,129,Sobrevive
2374,3308,Cámara de hielo,10,11,74,Sobrevive
2375,4073,Laberinto sin salida,6,298,468,Desintegrada
2377,2476,Cámara de hielo,2,970,8,Desintegrada
2378,1156,Laberinto sin salida,9,109,109,Transferida
2379,8919,Grito eterno,7,884,181,Reincidente
2380,6366,Loop de reuniones,7,160,378,Sobrevive
2381,5883,Baño de lava,2,985,410,Transferida
2382,5206,Grito eterno,10,216,72,Transferida
2383,6075,Baño de lava,2,561,245,Reincidente
2384,4058,Loop de reuniones,2,70,464,Reincidente
2385,9949,Grito eterno,10,616,88,Reincidente
2386,9350,Cámara de hielo,2,437,115,Desintegrada
2387,2003,Baño de lava,5,643,88,Transferida
2388,4654,Grito eterno,8,210,474,Sobrevive
2389,6423,Baño de lava,2,605,406,Reincidente
2390,4938,Loop de reuniones,2,751,335,Desintegrada
2391,9108,Baño de lava,10,77,119,Desintegrada
2392,5981,Laberinto sin salida,2,153,227,Reincidente
2393,6696,Loop de reuniones,7,108,221,Sobrevive
2394,6202,Grito eterno,10,365,491,Transferida
2395,6700,Baño de lava,6,126,299,Desintegrada
2396,1300,Baño de lava,7,994,356,Transferida
2397,9594,Baño de lava,3,105,88,Transferida
2398,5601,Grito eterno,8,120,224,Desintegrada
2399,2480,Grito eterno,8,103,175,Reincidente
2400,4031,Loop de reuniones,7,764,118,Desintegrada
2401,5501,Grito eterno,10,68,159,Reincidente
2402,8109,Loop de reuniones,5,103,327,Transferida
2403,1325,Grito eterno,2,143,188,Transferida
2404,3613,Baño de lava,7,729,406,Transferida
2405,6430,Loop de reuniones,2,843,231,Reincidente
2406,2298,Baño de lava,2,441,283,Reincidente
2407,2715,Baño de lava,5,636,10,Transferida
2408,9674,Cámara de hielo,2,478,264,Reincidente
2409,2167,Cámara de hielo,6,257,159,Reincidente
2410,5820,Laberinto sin salida,10,399,211,Sobrevive
2411,1251,Cámara de hielo,4,755,480,Transferida
2412,2888,Baño de lava,3,631,264,Desintegrada
2413,491,Cámara de hielo,3,101,423,Desintegrada
2414,7832,Loop de reuniones,2,450,430,Desintegrada
2415,8699,Cámara de hielo,4,874,180,Desintegrada
2416,7705,Grito eterno,1,635,15,Desintegrada
2417,1764,Laberinto sin salida,7,713,414,Reincidente
2418,4573,Loop de reuniones,10,914,474,En proceso
2419,5133,Baño de lava,3,995,357,Desintegrada
2420,8527,Grito eterno,2,800,54,Sobrevive
2421,3281,Cámara de hielo,4,483,223,Sobrevive
2422,1666,Baño de lava,4,451,334,Sobrevive
2423,401,Loop de reuniones,4,648,184,Transferida
2424,1542,Grito eterno,7,575,363,Desintegrada
2425,2453,Grito eterno,9,455,382,Reincidente
2426,5600,Laberinto sin salida,1,361,61,Transferida
2427,2277,Loop de reuniones,9,205,189,Transferida
2428,1680,Loop de reuniones,7,456,382,Transferida
2429,3056,Baño de lava,7,385,311,Transferida
2430,1442,Laberinto sin salida,8,176,236,Transferida
2431,5099,Grito eterno,1,276,372,Transferida
2432,4989,Baño de lava,6,878,72,Sobrevive
2433,3793,Grito eterno,6,538,406,Transferida
2434,2059,Grito eterno,1,585,186,Sobrevive
2435,6664,Baño de lava,9,146,316,Transferida
2436,2335,Baño de lava,2,958,445,En proceso
2437,5989,Baño de lava,6,206,348,Transferida
2438,4957,Loop de reuniones,4,188,427,Transferida
2439,4495,Grito eterno,9,168,348,Sobrevive
2440,7484,Loop de reuniones,8,263,426,Transferida
2441,4474,Laberinto sin salida,1,233,118,Reincidente
2442,1685,Baño de lava,3,43,237,Reincidente
2443,7406,Cámara de hielo,4,722,208,Desintegrada
2444,6704,Grito eterno,6,330,105,Desintegrada
2445,3874,Loop de reuniones,2,342,223,Reincidente
2446,1512,Grito eterno,1,514,287,Transferida
2447,8055,Laberinto sin salida,3,662,44,Transferida
2448,841,Loop de reuniones,4,858,5,Desintegrada
2449,1923,Laberinto sin salida,1,973,413,Sobrevive
2450,6940,Cámara de hielo,7,34,418,Sobrevive
2451,1820,Baño de lava,4,699,271,Desintegrada
2452,6523,Baño de lava,5,417,73,Transferida
2453,8989,Laberinto sin salida,3,965,184,Reincidente
2454,2431,Baño de lava,5,981,332,Reincidente
2455,7936,Loop de reuniones,9,104,41,Desintegrada
2456,3099,Laberinto sin salida,8,142,118,Sobrevive
2457,6755,Cámara de hielo,4,940,409,Transferida
2458,1752,Cámara de hielo,7,264,45,Transferida
2459,3590,Loop de reuniones,6,264,338,Desintegrada
2460,8317,Loop de reuniones,7,441,271,Sobrevive
2461,4168,Cámara de hielo,2,391,117,Transferida
2462,596,Cámara de hielo,5,424,295,Reincidente
2463,6007,Grito eterno,4,93,129,Sobrevive
2464,1223,Baño de lava,7,492,130,Reincidente
2465,9937,Cámara de hielo,5,481,99,Reincidente
2466,3565,Grito eterno,5,20,1,Desintegrada
2467,2959,Grito eterno,1,712,266,Desintegrada
2468,7363,Cámara de hielo,2,42,345,Transferida
2469,595,Laberinto sin salida,4,289,388,Sobrevive
2470,1326,Baño de lava,4,867,460,Reincidente
2471,68,Cámara de hielo,4,330,98,Sobrevive
2472,2699,Loop de reuniones,9,92,19,Reincidente
2473,2886,Loop de reuniones,4,307,181,Transferida
2474,8818,Baño de lava,10,577,92,Sobrevive
2475,5834,Grito eterno,7,349,347,Desintegrada
2476,1155,Baño de lava,1,654,74,Reincidente
2477,8832,Baño de lava,6,425,188,Desintegrada
2478,4116,Cámara de hielo,7,389,3,Reincidente
2479,2312,Laberinto sin salida,1,930,377,Reincidente
2480,4684,Laberinto sin salida,8,252,347,Reincidente
2481,7709,Grito eterno,3,130,157,Reincidente
2482,2338,Baño de lava,5,537,120,Desintegrada
2483,6925,Grito eterno,8,706,432,Transferida
2484,8435,Cámara de hielo,8,446,91,Desintegrada
2485,2343,Loop de reuniones,5,333,311,Desintegrada
2486,8904,Grito eterno,8,276,136,Transferida
2487,827,Laberinto sin salida,2,952,474,Desintegrada
2488,2494,Loop de reuniones,7,468,423,Reincidente
2489,2860,Grito eterno,7,435,55,Desintegrada
2490,3495,Laberinto sin salida,7,808,491,Reincidente
2491,2653,Grito eterno,6,918,386,Reincidente
2492,6687,Loop de reuniones,4,429,93,Reincidente
2493,3279,Loop de reuniones,5,608,278,Desintegrada
2494,2371,Laberinto sin salida,5,667,415,Desintegrada
2495,2233,Baño de lava,1,619,236,Desintegrada
2496,9816,Laberinto sin salida,5,846,444,Transferida
2497,1281,Baño de lava,6,708,314,Transferida
2498,838,Laberinto sin salida,4,386,423,Transferida
2499,9503,Baño de lava,6,906,471,Sobrevive
2500,2701,Laberinto sin salida,2,772,113,Transferida
2501,3859,Grito eterno,8,105,187,Sobrevive
2502,6730,Cámara de hielo,1,820,217,Transferida
2503,4912,Laberinto sin salida,10,182,120,Transferida
2504,9649,Baño de lava,3,471,413,En proceso
2505,3357,Cámara de hielo,9,932,98,Sobrevive
2506,2539,Laberinto sin salida,2,58,295,Reincidente
2507,7190,Grito eterno,10,174,229,Transferida
2508,9247,Loop de reuniones,1,859,118,Desintegrada
2509,8995,Laberinto sin salida,8,385,116,Transferida
2510,3993,Cámara de hielo,2,960,192,Transferida
2511,5341,Loop de reuniones,2,711,50,Reincidente
2512,9425,Loop de reuniones,8,198,316,Desintegrada
2513,8493,Grito eterno,10,803,160,Sobrevive
2514,9750,Laberinto sin salida,5,727,55,Desintegrada
2515,1277,Baño de lava,1,636,78,Transferida
2516,8387,Baño de lava,3,929,307,Desintegrada
2517,3310,Laberinto sin salida,4,488,1,Desintegrada
2518,699,Laberinto sin salida,1,536,186,Reincidente
2519,8531,Grito eterno,4,641,283,Transferida
2520,2633,Cámara de hielo,1,351,386,Sobrevive
2521,7925,Cámara de hielo,8,43,10,Sobrevive
2522,9900,Laberinto sin salida,2,872,224,Desintegrada
2523,8373,Laberinto sin salida,7,320,111,Desintegrada
2524,8771,Baño de lava,3,144,278,Sobrevive
2525,3069,Loop de reuniones,10,684,192,Reincidente
2526,9864,Laberinto sin salida,5,259,432,Desintegrada
2527,7898,Grito eterno,6,644,350,Sobrevive
2528,1999,Cámara de hielo,2,678,45,Reincidente
2529,9129,Loop de reuniones,2,413,385,Desintegrada
2530,6686,Grito eterno,2,934,413,Reincidente
2531,7336,Laberinto sin salida,8,827,351,Transferida
2532,7372,Laberinto sin salida,6,988,443,Sobrevive
2533,1880,Baño de lava,3,121,93,Transferida
2534,8497,Grito eterno,10,653,187,En proceso
2535,6007,Cámara de hielo,9,393,61,Transferida
2536,9802,Loop de reuniones,1,812,249,Sobrevive
2537,90,Grito eterno,7,127,29,Transferida
2538,2371,Laberinto sin salida,3,414,113,Sobrevive
2539,2298,Laberinto sin salida,2,825,423,Transferida
2540,1250,Cámara de hielo,8,133,29,Desintegrada
2541,32,Loop de reuniones,10,913,441,Transferida
2542,4750,Cámara de hielo,10,640,432,Desintegrada
2543,8648,Grito eterno,10,462,61,Reincidente
2544,4965,Cámara de hielo,1,949,426,Desintegrada
2545,1431,Cámara de hielo,3,864,211,Sobrevive
2546,2979,Loop de reuniones,8,295,322,Sobrevive
2547,9210,Loop de reuniones,10,369,237,Desintegrada
2548,6400,Baño de lava,5,759,470,Reincidente
2549,7735,Cámara de hielo,4,538,157,Reincidente
2550,38,Grito eterno,9,165,316,Reincidente
2551,3103,Grito eterno,6,130,427,Reincidente
2552,2125,Laberinto sin salida,10,436,254,Sobrevive
2553,1125,Laberinto sin salida,2,588,230,Transferida
2554,3676,Loop de reuniones,9,58,219,Transferida
2555,7613,Cámara de hielo,5,824,315,Desintegrada
2556,3388,Cámara de hielo,4,973,198,Sobrevive
2557,8352,Laberinto sin salida,5,341,309,Desintegrada
2558,6733,Baño de lava,3,834,421,Reincidente
2559,8357,Grito eterno,5,254,74,Sobrevive
2560,491,Cámara de hielo,7,201,303,Reincidente
2561,6513,Loop de reuniones,5,241,2,Transferida
2562,8344,Laberinto sin salida,5,588,29,Desintegrada
2563,456,Loop de reuniones,10,74,362,Reincidente
2564,1619,Grito eterno,5,658,119,Desintegrada
2565,758,Loop de reuniones,7,595,113,Sobrevive
2566,4527,Baño de lava,4,141,227,Sobrevive
2567,6100,Laberinto sin salida,2,864,263,Transferida
2568,611,Grito eterno,7,479,337,Sobrevive
2569,8850,Laberinto sin salida,6,736,422,Transferida
2570,3750,Loop de reuniones,10,771,314,Reincidente
2571,1997,Grito eterno,7,891,9,Desintegrada
2572,3226,Laberinto sin salida,6,332,3,Sobrevive
2573,4811,Loop de reuniones,8,157,114,Sobrevive
2574,3471,Cámara de hielo,5,135,360,Transferida
2575,2277,Laberinto sin salida,8,428,221,Transferida
2576,5819,Cámara de hielo,10,727,263,Desintegrada
2577,8498,Baño de lava,7,601,299,En proceso
2578,9619,Grito eterno,2,192,470,Transferida
2579,648,Baño de lava,6,355,278,Transferida
2580,6236,Cámara de hielo,4,192,212,Transferida
2581,9882,Loop de reuniones,2,853,217,Reincidente
2582,1229,Baño de lava,8,693,471,Reincidente
2583,5210,Cámara de hielo,4,369,237,Reincidente
2584,9309,Loop de reuniones,3,52,496,Reincidente
2585,2441,Grito eterno,2,532,468,Sobrevive
2586,2894,Cámara de hielo,3,306,41,Transferida
2587,6942,Grito eterno,4,945,229,Transferida
2588,2646,Loop de reuniones,4,461,494,Desintegrada
2589,5250,Loop de reuniones,6,204,80,Desintegrada
2590,5024,Cámara de hielo,6,306,448,Transferida
2591,8707,Cámara de hielo,5,141,227,Transferida
2592,2033,Baño de lava,4,548,31,Reincidente
2593,7220,Laberinto sin salida,2,596,377,Transferida
2594,350,Cámara de hielo,4,565,372,Transferida
2595,9674,Cámara de hielo,6,788,385,Desintegrada
2596,2222,Grito eterno,7,793,430,Transferida
2597,7287,Cámara de hielo,6,506,266,Reincidente
2598,3638,Cámara de hielo,6,97,418,Desintegrada
2599,3493,Baño de lava,10,994,382,Transferida
2600,4698,Baño de lava,2,966,232,Transferida
2601,2141,Grito eterno,8,775,451,Sobrevive
2602,7527,Baño de lava,9,120,61,Reincidente
2603,7911,Baño de lava,4,43,394,Reincidente
2604,1982,Grito eterno,7,637,81,En proceso
2605,1302,Grito eterno,1,895,360,Reincidente
2606,8286,Loop de reuniones,2,363,40,Reincidente
2607,4115,Grito eterno,2,306,454,Desintegrada
